PrId,nncid,interaction
O00425,n371665,1
Q15717,n371665,1
Q9NZI8,n371665,1
Q9UKV8,n371665,1
Q9Y6M1,n371665,1
Q15717,n371670,1
P31483,n371672,1
Q9NZI8,n371673,1
Q9Y6M1,n371673,1
B7ZL34,n371680,1
Q15717,n371680,1
Q15717,n371684,1
Q07955,n371761,1
Q15717,n371778,1
Q13148,n371814,1
Q15717,n371891,1
Q15717,n371907,1
Q01844,n371910,1
Q49AS9,n371910,1
Q49AS9,n371912,1
Q15717,n371915,1
Q15717,n371934,1
P35637,n371938,1
P31483,n372019,1
Q49AS9,n372019,1
Q49AS9,n372030,1
Q15717,n372205,1
Q9NZI8,n372205,1
Q9Y6M1,n372205,1
Q15717,n372291,1
Q49AS9,n372291,1
P35637,n372317,1
Q15717,n372317,1
Q9UKV8,n372336,1
Q9UL18,n372336,1
Q13148,n372403,1
Q15717,n372462,1
Q15717,n372503,1
Q49AS9,n372524,1
Q15717,n372533,1
P35637,n372578,1
Q15717,n372578,1
Q49AS9,n372578,1
P35637,n372614,1
P35637,n372685,1
Q49AS9,n372685,1
O00425,n372718,1
P31483,n372725,1
Q15717,n372786,1
Q15717,n372815,1
Q49AS9,n372815,1
Q9HCE1,n372815,1
Q15717,n372903,1
Q15717,n372916,1
O00425,n372935,1
Q9NZI8,n372935,1
Q15717,n372944,1
B7ZL34,n372953,1
O00425,n372953,1
P35637,n372953,1
Q01844,n372953,1
Q15717,n372953,1
Q49AS9,n372953,1
Q8NDV7,n372953,1
Q9NZI8,n372953,1
Q9Y6M1,n372953,1
Q15717,n372986,1
Q15717,n372987,1
O00425,n372993,1
Q15717,n372993,1
Q9UKV8,n372993,1
Q9UL18,n372993,1
Q49AS9,n373434,1
Q15717,n373555,1
Q15717,n373563,1
Q07955,n373575,1
Q07955,n373685,1
Q07955,n373706,1
Q49AS9,n373758,1
Q15717,n373787,1
Q15717,n373788,1
P35637,n373865,1
Q15717,n373886,1
Q07955,n373943,1
O00425,n374061,1
Q13148,n374109,1
Q49AS9,n374138,1
Q13148,n374240,1
Q07955,n374487,1
Q9Y6M1,n374497,1
P26599,n374499,1
O00425,n374520,1
Q13148,n374520,1
O00425,n374534,1
Q9Y6M1,n374534,1
Q07955,n374536,1
Q07955,n374538,1
Q9NZI8,n374604,1
Q15717,n374652,1
Q9Y6M1,n374652,1
P31483,n374660,1
Q49AS9,n374660,1
Q13148,n374801,1
P26599,n375021,1
P26599,n375063,1
Q15717,n375097,1
Q07955,n375209,1
Q49AS9,n375209,1
P35637,n375212,1
Q07955,n375243,1
Q07955,n375244,1
P35637,n375266,1
Q15717,n375266,1
Q15717,n375267,1
Q15717,n375270,1
Q9NZI8,n375270,1
Q13148,n375318,1
Q13148,n375340,1
Q07955,n375390,1
Q49AS9,n375399,1
Q07955,n375457,1
P31483,n375459,1
Q13148,n375462,1
P26599,n375473,1
P35637,n375473,1
O00425,n375522,1
Q07955,n375522,1
P31483,n375526,1
Q15717,n375578,1
P31483,n375603,1
Q13148,n375603,1
Q15717,n375603,1
Q49AS9,n375603,1
Q15717,n375625,1
Q07955,n375630,1
Q15717,n375659,1
Q15717,n375683,1
Q15717,n375703,1
Q13148,n375715,1
Q49AS9,n375715,1
Q13148,n375744,1
Q13148,n375745,1
Q13148,n375746,1
Q13148,n375747,1
Q13148,n375748,1
Q49AS9,n375802,1
Q8NDV7,n375854,1
P35637,n375857,1
Q15717,n375857,1
Q07955,n375935,1
P35637,n375968,1
P35637,n376010,1
Q6PJX3,n376188,1
P35637,n376189,1
Q01844,n376189,1
Q15717,n376189,1
Q9NZI8,n376189,1
Q9UKV8,n376189,1
O00425,n376203,1
Q07955,n376203,1
Q15717,n376203,1
Q9NZI8,n376203,1
Q9UKV8,n376203,1
Q9UL18,n376203,1
Q9Y6M1,n376203,1
O00425,n376215,1
Q15717,n376215,1
Q9UKV8,n376248,1
Q13148,n376275,1
Q15717,n376313,1
P35637,n376314,1
Q01844,n376314,1
Q15717,n376314,1
Q9HCE1,n376314,1
P26599,n376366,1
Q13148,n376366,1
Q15717,n376380,1
Q15717,n376381,1
Q15717,n376384,1
P35637,n376398,1
Q15717,n376398,1
Q13148,n376402,1
Q13148,n376403,1
P35637,n376411,1
Q15717,n376411,1
Q13148,n376420,1
Q15717,n376420,1
Q13148,n376424,1
Q15717,n376425,1
O00425,n376433,1
Q01844,n376433,1
Q07955,n376433,1
Q9NZI8,n376433,1
Q9Y6M1,n376433,1
Q49AS9,n376434,1
P31483,n376473,1
P35637,n376473,1
Q01844,n376473,1
Q13148,n376473,1
Q15717,n376473,1
Q49AS9,n376473,1
Q9HCE1,n376473,1
Q49AS9,n376477,1
Q15717,n376502,1
Q15717,n376504,1
Q01844,n376518,1
Q15717,n376544,1
P31483,n376590,1
Q49AS9,n376590,1
Q13148,n376755,1
Q15717,n376779,1
P26599,n376979,1
P31483,n377015,1
Q13148,n377015,1
Q49AS9,n377015,1
Q15717,n377170,1
P35637,n377214,1
Q15717,n377214,1
Q15717,n377217,1
P31483,n377236,1
Q49AS9,n377236,1
P35637,n377254,1
Q01844,n377254,1
Q07955,n377284,1
Q49AS9,n377290,1
Q49AS9,n377416,1
Q07955,n377456,1
Q15717,n377506,1
Q07955,n377541,1
O43251,n377577,1
O00425,n377639,1
P31483,n377639,1
Q15717,n377639,1
Q9UKV8,n377639,1
Q9Y6M1,n377639,1
Q15717,n377642,1
Q15717,n377651,1
P35637,n377656,1
Q9Y6M1,n377656,1
Q07955,n377659,1
Q07955,n377660,1
Q15717,n377660,1
Q15717,n377664,1
Q9NZI8,n377664,1
Q9UKV8,n377664,1
Q15717,n377665,1
Q49AS9,n377665,1
O00425,n377669,1
Q9Y6M1,n377669,1
O00425,n377670,1
Q07955,n377670,1
Q9Y6M1,n377670,1
Q15717,n377672,1
Q15717,n377677,1
Q07955,n377678,1
P26599,n377680,1
Q07955,n377680,1
Q07955,n377683,1
Q15717,n377683,1
Q07955,n377684,1
Q07955,n377707,1
O00425,n377717,1
Q07955,n377717,1
Q15717,n377717,1
Q9NZI8,n377717,1
Q9UKV8,n377717,1
Q9Y6M1,n377717,1
Q07955,n377736,1
Q15717,n377740,1
Q9UKV8,n377740,1
Q9Y6M1,n377740,1
P26599,n377766,1
P35637,n377766,1
Q15717,n377766,1
O43251,n377769,1
P26599,n377769,1
O00425,n377771,1
P31483,n377788,1
Q49AS9,n377788,1
Q07955,n377795,1
P26599,n377799,1
P31483,n377799,1
P35637,n377799,1
Q01844,n377799,1
Q15717,n377799,1
Q49AS9,n377799,1
Q9HCE1,n377799,1
Q9NZI8,n377799,1
Q9Y6M1,n377799,1
Q07955,n377809,1
Q15717,n377813,1
O00425,n377818,1
P31483,n377818,1
Q9NZI8,n377818,1
Q9Y6M1,n377818,1
O00425,n377827,1
Q07955,n377827,1
Q9NZI8,n377827,1
Q9UKV8,n377827,1
Q9UL18,n377827,1
Q9Y6M1,n377827,1
B7ZL34,n377834,1
O00425,n377834,1
Q15717,n377834,1
Q8NDV7,n377834,1
Q9NZI8,n377834,1
Q9UKV8,n377834,1
Q9UL18,n377834,1
P26599,n377859,1
Q13148,n377862,1
B7ZL34,n377873,1
O00425,n377873,1
Q9UKV8,n377873,1
Q9UL18,n377873,1
Q9Y6M1,n377873,1
Q15717,n377897,1
Q9NZI8,n377897,1
Q9Y6M1,n377897,1
P35637,n377912,1
Q15717,n377912,1
P26599,n377916,1
Q9UKV8,n377919,1
P26599,n377923,1
P26599,n377932,1
P31483,n377932,1
P35637,n377932,1
Q01844,n377932,1
Q13148,n377932,1
Q15717,n377932,1
Q49AS9,n377932,1
Q8NDV7,n377932,1
Q9NZI8,n377932,1
Q07955,n377954,1
Q13148,n377981,1
Q13148,n377982,1
Q15717,n377986,1
Q9NZI8,n377986,1
Q9UKV8,n377986,1
Q9Y6M1,n377986,1
Q07955,n377988,1
P26599,n378002,1
Q15717,n378002,1
Q49AS9,n378002,1
Q15717,n378007,1
Q49AS9,n378039,1
Q07955,n378054,1
Q07955,n378063,1
P31483,n378068,1
P35637,n378068,1
Q07955,n378068,1
Q49AS9,n378068,1
Q8NDV7,n378068,1
Q9UKV8,n378068,1
Q9UL18,n378068,1
P31483,n378094,1
P35637,n378094,1
Q01844,n378094,1
Q15717,n378094,1
Q49AS9,n378094,1
Q15717,n378100,1
P26599,n378107,1
P35637,n378107,1
Q01844,n378107,1
Q13148,n378107,1
O00425,n378108,1
P35637,n378108,1
Q07955,n378108,1
Q13148,n378108,1
Q8NDV7,n378108,1
Q9Y6M1,n378108,1
Q15717,n378125,1
Q07955,n378136,1
Q49AS9,n378190,1
Q15717,n378201,1
Q49AS9,n378218,1
Q9Y6M1,n378238,1
P26599,n378247,1
B7ZL34,n378252,1
O00425,n378252,1
Q13285,n378252,1
Q15717,n378252,1
Q8NDV7,n378252,1
Q96PU8,n378252,1
Q9UKV8,n378252,1
Q9UL18,n378252,1
Q9Y6M1,n378252,1
O00425,n378273,1
Q07955,n378277,1
Q15717,n378287,1
Q07955,n378313,1
Q13148,n378317,1
Q15717,n378350,1
O00425,n378352,1
Q01844,n378353,1
Q13148,n378353,1
Q15717,n378353,1
Q49AS9,n378353,1
O00425,n378366,1
P31483,n378366,1
Q9NZI8,n378366,1
Q9Y6M1,n378366,1
Q15717,n378377,1
Q49AS9,n378384,1
O00425,n378390,1
Q07955,n378390,1
Q15717,n378414,1
Q96PU8,n378414,1
Q15717,n378431,1
P35637,n378478,1
Q96PU8,n378490,1
O00425,n378503,1
P35637,n378503,1
Q15717,n378503,1
Q49AS9,n378503,1
Q9Y6M1,n378503,1
Q07955,n378507,1
Q9UKV8,n378509,1
Q9UL18,n378509,1
Q13148,n378515,1
Q15717,n378517,1
P35637,n378520,1
Q13148,n378520,1
Q15717,n378520,1
Q49AS9,n378520,1
Q07955,n378555,1
Q15717,n378555,1
O00425,n378567,1
P35637,n378567,1
Q13148,n378567,1
Q15717,n378567,1
Q49AS9,n378567,1
Q9NZI8,n378567,1
Q9Y6M1,n378567,1
O00425,n378572,1
Q01844,n378572,1
Q15717,n378603,1
Q13148,n378619,1
Q07955,n378631,1
Q15717,n378699,1
O00425,n378714,1
Q49AS9,n378714,1
Q9Y6M1,n378714,1
Q07955,n378721,1
P31483,n378726,1
Q07955,n378726,1
Q13148,n378726,1
Q15717,n378726,1
Q49AS9,n378726,1
P31483,n378741,1
Q07955,n378749,1
Q15717,n378782,1
Q49AS9,n378782,1
Q15717,n378795,1
Q15717,n378803,1
P26599,n378840,1
Q9UKV8,n378843,1
Q9UL18,n378843,1
O00425,n378866,1
P26599,n378866,1
P35637,n378866,1
Q01844,n378866,1
Q07955,n378866,1
Q15717,n378866,1
Q9NZI8,n378866,1
Q9Y6M1,n378866,1
P35637,n378880,1
P26599,n378914,1
Q15717,n378914,1
Q15717,n378945,1
Q15717,n379023,1
Q07955,n379043,1
Q15717,n379095,1
Q13148,n379098,1
O00425,n379107,1
P26599,n379107,1
P31483,n379107,1
Q13148,n379107,1
Q49AS9,n379107,1
Q8NDV7,n379107,1
Q96PU8,n379107,1
Q9NZI8,n379107,1
Q9Y6M1,n379107,1
O00425,n379110,1
P35637,n379110,1
Q07955,n379110,1
Q01844,n379114,1
Q07955,n379114,1
Q13148,n379114,1
Q15717,n379114,1
Q49AS9,n379114,1
O00425,n379122,1
Q15717,n379122,1
Q9NZI8,n379122,1
Q13148,n379129,1
Q15717,n379131,1
P26599,n379132,1
Q07955,n379132,1
Q13148,n379149,1
Q07955,n379160,1
O00425,n379166,1
O00425,n379167,1
Q9NZI8,n379167,1
Q9UKV8,n379167,1
Q9UL18,n379167,1
Q9Y6M1,n379167,1
Q49AS9,n379177,1
P31483,n379212,1
Q49AS9,n379212,1
Q8NDV7,n379212,1
P35637,n379244,1
O00425,n379281,1
P35637,n379281,1
Q49AS9,n379288,1
P31483,n379293,1
Q49AS9,n379293,1
O43251,n379300,1
P35637,n379304,1
Q15717,n379304,1
P35637,n379310,1
P31483,n379327,1
Q13148,n379336,1
O00425,n379340,1
P31483,n379340,1
Q15717,n379340,1
Q9NZI8,n379340,1
Q9Y6M1,n379340,1
O00425,n379342,1
Q15717,n379342,1
Q9UKV8,n379342,1
O00425,n379350,1
Q96PU8,n379360,1
P26599,n379378,1
Q13148,n379395,1
O43251,n379406,1
P31483,n379406,1
Q15717,n379406,1
Q49AS9,n379406,1
Q9NZI8,n379406,1
Q9Y6M1,n379406,1
Q07955,n379426,1
Q07955,n379436,1
O00425,n379442,1
P35637,n379442,1
Q15717,n379442,1
Q9NZI8,n379442,1
Q9Y6M1,n379442,1
Q15717,n379459,1
Q9UKV8,n379459,1
B7ZL34,n379466,1
O00425,n379466,1
P35637,n379466,1
Q15717,n379466,1
Q9NZI8,n379466,1
Q9UKV8,n379466,1
Q9Y6M1,n379466,1
Q15717,n379480,1
O00425,n379489,1
Q49AS9,n379562,1
Q07955,n379566,1
P26599,n379574,1
Q49AS9,n379574,1
O00425,n379581,1
Q49AS9,n379581,1
Q9NZI8,n379581,1
Q9Y6M1,n379581,1
Q07955,n379586,1
O00425,n379593,1
Q15717,n379593,1
Q9NZI8,n379593,1
Q9Y6M1,n379616,1
Q13148,n379622,1
Q15717,n379622,1
Q49AS9,n379622,1
P35637,n379630,1
Q49AS9,n379630,1
Q9UKV8,n379637,1
Q15717,n379676,1
Q49AS9,n379676,1
P35637,n379691,1
Q15717,n379692,1
O00425,n379717,1
Q13148,n379717,1
Q15717,n379717,1
Q49AS9,n379772,1
P35637,n379774,1
P35637,n379781,1
P31483,n379792,1
O00425,n379821,1
Q15717,n379834,1
O00425,n379841,1
P35637,n379841,1
Q07955,n379841,1
Q15717,n379841,1
Q9NZI8,n379841,1
Q9UKV8,n379841,1
Q9Y6M1,n379841,1
Q07955,n379850,1
P35637,n379927,1
Q9Y6M1,n379927,1
Q15717,n379972,1
Q49AS9,n379972,1
P31483,n380027,1
Q49AS9,n380027,1
Q13148,n380060,1
O00425,n380064,1
Q9HCE1,n380064,1
P35637,n380100,1
P35637,n380108,1
Q15717,n380148,1
Q49AS9,n380151,1
B7ZL34,n380158,1
O00425,n380158,1
P31483,n380158,1
Q13148,n380158,1
Q49AS9,n380158,1
Q8NDV7,n380158,1
Q9HCE1,n380158,1
Q9Y6M1,n380158,1
Q13148,n380163,1
Q15717,n380175,1
P26599,n380177,1
P31483,n380177,1
Q49AS9,n380177,1
Q15717,n380184,1
Q13148,n380208,1
Q07955,n380263,1
Q13148,n380278,1
Q15717,n380333,1
Q15717,n380399,1
Q9UKV8,n380399,1
Q9UL18,n380399,1
Q9NZI8,n380413,1
P26599,n380415,1
P31483,n380489,1
Q49AS9,n380489,1
Q9UKV8,n380489,1
Q9UL18,n380489,1
Q15717,n380490,1
P31483,n380500,1
Q13148,n380543,1
Q15717,n380651,1
Q13148,n380659,1
P31483,n380693,1
P35637,n380693,1
Q01844,n380693,1
Q13148,n380693,1
Q49AS9,n380693,1
Q96PU8,n380693,1
Q9NZI8,n380693,1
Q9UKV8,n380693,1
Q9Y6M1,n380693,1
P31483,n380707,1
Q49AS9,n380707,1
Q9UKV8,n380714,1
Q9UKV8,n380761,1
Q13148,n380796,1
P26599,n380806,1
P31483,n380806,1
Q49AS9,n380806,1
Q13148,n380900,1
P31483,n380909,1
Q13148,n380977,1
O00425,n381022,1
P26599,n381022,1
Q13148,n381022,1
Q15717,n381022,1
Q8NDV7,n381022,1
Q9NZI8,n381022,1
Q9UKV8,n381022,1
Q9Y6M1,n381022,1
Q07955,n381026,1
Q07955,n381037,1
O00425,n381041,1
Q9Y6M1,n381041,1
O00425,n381057,1
P26599,n381057,1
P31483,n381057,1
P35637,n381057,1
Q01844,n381057,1
Q15717,n381057,1
Q49AS9,n381057,1
Q9HCE1,n381057,1
Q9NZI8,n381057,1
Q9Y6M1,n381057,1
Q13148,n381071,1
Q13148,n381074,1
Q07955,n381076,1
Q15717,n381078,1
Q49AS9,n381078,1
Q9UKV8,n381078,1
Q8NDV7,n381081,1
O43251,n381102,1
O00425,n381159,1
Q15717,n381159,1
Q9UKV8,n381159,1
Q9Y6M1,n381159,1
O00425,n381184,1
Q15717,n381184,1
Q9NZI8,n381184,1
Q9Y6M1,n381184,1
Q15717,n381187,1
Q07955,n381189,1
Q13148,n381216,1
Q15717,n381216,1
Q07955,n381222,1
Q07955,n381268,1
Q49AS9,n381268,1
Q07955,n381270,1
O00425,n381280,1
P26599,n381280,1
P31483,n381280,1
P35637,n381280,1
Q01844,n381280,1
Q13148,n381280,1
Q15717,n381280,1
Q49AS9,n381280,1
Q9HCE1,n381280,1
Q9NZI8,n381280,1
Q9Y6M1,n381280,1
B7ZL34,n381323,1
Q15717,n381323,1
O00425,n381344,1
P35637,n381344,1
Q9NZI8,n381344,1
Q9Y6M1,n381344,1
O00425,n381351,1
P31483,n381351,1
P35637,n381351,1
Q01844,n381351,1
Q15717,n381351,1
Q8NDV7,n381351,1
Q96PU8,n381351,1
Q9HCE1,n381351,1
Q9NZI8,n381351,1
Q9UKV8,n381351,1
Q9UL18,n381351,1
Q9Y6M1,n381351,1
Q49AS9,n381353,1
Q15717,n381364,1
Q07955,n381375,1
Q07955,n381381,1
B7ZL34,n381409,1
O00425,n381409,1
P31483,n381409,1
P35637,n381409,1
Q01844,n381409,1
Q15717,n381409,1
Q49AS9,n381409,1
Q8NDV7,n381409,1
Q9HCE1,n381409,1
Q9NZI8,n381409,1
Q9UKV8,n381409,1
Q9UL18,n381409,1
Q9Y6M1,n381409,1
P35637,n381414,1
Q15717,n381414,1
O00425,n381417,1
Q15717,n381417,1
Q49AS9,n381417,1
Q9UKV8,n381417,1
P35637,n381419,1
O00425,n381443,1
P26599,n381443,1
P35637,n381443,1
Q13148,n381443,1
Q9NZI8,n381443,1
Q9Y6M1,n381443,1
P26599,n381464,1
Q13148,n381464,1
Q15717,n381464,1
Q15717,n381468,1
Q15717,n381471,1
Q15717,n381509,1
P35637,n381521,1
Q15717,n381521,1
P35637,n381526,1
B7ZL34,n381559,1
P35637,n381559,1
O00425,n381568,1
Q15717,n381568,1
Q49AS9,n381568,1
Q07955,n381580,1
P31483,n381585,1
Q13148,n381585,1
Q15717,n381585,1
Q49AS9,n381585,1
P31483,n381586,1
Q49AS9,n381586,1
O00425,n381616,1
Q15717,n381616,1
O00425,n381623,1
P26599,n381623,1
P31483,n381623,1
P35637,n381623,1
Q01844,n381623,1
Q13148,n381623,1
Q15717,n381623,1
Q49AS9,n381623,1
Q9HCE1,n381623,1
Q9NZI8,n381623,1
Q9UKV8,n381623,1
Q9Y6M1,n381623,1
Q07955,n381689,1
Q13148,n381696,1
B7ZL34,n381720,1
O00425,n381720,1
P26599,n381720,1
P31483,n381720,1
Q13148,n381720,1
Q15717,n381720,1
Q49AS9,n381720,1
P26599,n381727,1
Q01844,n381754,1
Q13148,n381754,1
Q49AS9,n381754,1
O00425,n381773,1
Q07955,n381773,1
Q9UKV8,n381773,1
Q9UL18,n381773,1
Q07955,n381776,1
Q07955,n381782,1
Q15717,n381786,1
Q13148,n381789,1
Q49AS9,n381789,1
O00425,n381793,1
P26599,n381793,1
Q9Y6M1,n381793,1
Q07955,n381833,1
Q15717,n381839,1
B7ZL34,n381846,1
O00425,n381846,1
P26599,n381846,1
P31483,n381846,1
Q13148,n381846,1
Q15717,n381846,1
Q49AS9,n381846,1
Q9NZI8,n381846,1
Q9Y6M1,n381846,1
O00425,n381878,1
Q07955,n381878,1
Q13148,n381878,1
Q9UKV8,n381878,1
Q9UL18,n381878,1
Q9Y6M1,n381878,1
O00425,n381885,1
Q9NZI8,n381885,1
Q9Y6M1,n381885,1
P31483,n381899,1
O00425,n381912,1
P35637,n381912,1
Q01844,n381912,1
Q15717,n381912,1
Q9Y6M1,n381912,1
P26599,n381941,1
O00425,n381942,1
Q07955,n381942,1
Q9NZI8,n381942,1
Q9Y6M1,n381942,1
Q07955,n381945,1
Q13148,n381958,1
Q07955,n381981,1
Q13148,n381981,1
Q15717,n381981,1
P26599,n381993,1
Q07955,n382000,1
Q9NZI8,n382000,1
Q9UKV8,n382000,1
Q9UL18,n382000,1
Q9Y6M1,n382000,1
Q07955,n382009,1
Q15717,n382015,1
P31483,n382037,1
P35637,n382037,1
Q01844,n382037,1
Q13148,n382037,1
Q15717,n382037,1
Q49AS9,n382037,1
Q07955,n382059,1
Q49AS9,n382059,1
P35637,n382060,1
Q07955,n382060,1
Q15717,n382060,1
Q15717,n382061,1
Q96PU8,n382064,1
P35637,n382077,1
Q13148,n382077,1
P35637,n382083,1
Q13148,n382105,1
Q15717,n382143,1
Q15717,n382148,1
Q49AS9,n382149,1
P26599,n382181,1
Q13148,n382181,1
Q15717,n382181,1
O00425,n382184,1
P26599,n382184,1
P31483,n382184,1
P35637,n382184,1
Q15717,n382184,1
Q49AS9,n382184,1
Q9Y6M1,n382184,1
P35637,n382207,1
P35637,n382220,1
Q15717,n382220,1
Q49AS9,n382220,1
Q9NZI8,n382224,1
O00425,n382231,1
P26599,n382231,1
P35637,n382231,1
Q01844,n382231,1
Q15717,n382231,1
Q9HCE1,n382231,1
Q9NZI8,n382231,1
Q9UKV8,n382231,1
Q9UL18,n382231,1
Q9Y6M1,n382231,1
Q13148,n382233,1
Q13148,n382276,1
Q15717,n382276,1
Q9Y6M1,n382276,1
Q9NZI8,n382286,1
Q9UKV8,n382286,1
Q9UL18,n382286,1
Q01844,n382312,1
Q15717,n382312,1
Q49AS9,n382317,1
Q13148,n382328,1
Q15717,n382328,1
Q49AS9,n382328,1
O43251,n382330,1
P26599,n382330,1
Q13148,n382330,1
Q07955,n382428,1
Q9Y6M1,n382440,1
Q49AS9,n382464,1
Q07955,n382474,1
P26599,n382487,1
Q07955,n382487,1
P26599,n382490,1
Q07955,n382495,1
Q15717,n382495,1
P31483,n382497,1
B7ZL34,n382502,1
O00425,n382502,1
P31483,n382502,1
P35637,n382502,1
Q15717,n382502,1
Q49AS9,n382502,1
Q9NZI8,n382502,1
Q9Y6M1,n382502,1
P26599,n382507,1
B7ZL34,n382511,1
O00425,n382511,1
P26599,n382511,1
P35637,n382511,1
Q01844,n382511,1
Q13148,n382511,1
Q15717,n382511,1
Q9HCE1,n382511,1
Q9NZI8,n382511,1
Q9UKV8,n382511,1
Q9UL18,n382511,1
Q9Y6M1,n382511,1
Q07955,n382512,1
O00425,n382553,1
P35637,n382553,1
Q01844,n382553,1
Q15717,n382553,1
Q49AS9,n382553,1
Q07955,n382632,1
Q07955,n382635,1
Q07955,n382664,1
Q07955,n382670,1
Q07955,n382691,1
Q49AS9,n382699,1
O00425,n382702,1
Q07955,n382702,1
Q07955,n382908,1
O00425,n382918,1
P35637,n382918,1
Q01844,n382918,1
Q13148,n382918,1
Q15717,n382918,1
Q49AS9,n382918,1
Q8NDV7,n382918,1
Q9HCE1,n382918,1
Q9NZI8,n382918,1
Q9Y6M1,n382918,1
Q07955,n382927,1
Q15717,n382930,1
O00425,n382933,1
Q9Y6M1,n382933,1
Q07955,n382953,1
Q9NZI8,n382960,1
O00425,n382961,1
Q07955,n382975,1
Q49AS9,n382975,1
Q07955,n382982,1
Q15717,n382982,1
Q49AS9,n382982,1
O00425,n382989,1
P31483,n382989,1
P35637,n382989,1
Q01844,n382989,1
Q07955,n382989,1
Q15717,n382989,1
Q9Y6M1,n382989,1
Q07955,n382996,1
Q13148,n383003,1
O00425,n383019,1
P26599,n383019,1
Q15717,n383019,1
Q9HCE1,n383019,1
Q9NZI8,n383019,1
Q9UKV8,n383019,1
Q9UL18,n383019,1
Q9Y6M1,n383019,1
Q15717,n383032,1
Q9NZI8,n383032,1
O00425,n383033,1
Q07955,n383038,1
Q9NZI8,n383040,1
Q07955,n383055,1
Q13148,n383057,1
Q15717,n383057,1
Q49AS9,n383057,1
P26599,n383076,1
Q07955,n383076,1
O00425,n383080,1
Q07955,n383080,1
Q49AS9,n383080,1
Q9NZI8,n383080,1
Q9Y6M1,n383080,1
P26599,n383172,1
Q13148,n383172,1
Q49AS9,n383172,1
Q9NZI8,n383175,1
Q07955,n383179,1
Q15717,n383179,1
Q07955,n383180,1
Q13148,n383186,1
Q15717,n383186,1
Q9HCE1,n383186,1
Q9UKV8,n383186,1
Q07955,n383190,1
Q49AS9,n383190,1
Q9Y6M1,n383190,1
Q15717,n383191,1
Q07955,n383209,1
Q9NZI8,n383209,1
Q9Y6M1,n383209,1
Q13148,n383211,1
Q15717,n383211,1
Q49AS9,n383211,1
Q9NZI8,n383211,1
Q9NZI8,n383230,1
Q15717,n383231,1
O00425,n383233,1
Q15717,n383233,1
Q49AS9,n383233,1
Q9HCE1,n383233,1
Q9NZI8,n383233,1
Q9Y6M1,n383233,1
P35637,n383234,1
Q01844,n383234,1
Q9NZI8,n383234,1
Q9Y6M1,n383234,1
Q15717,n383236,1
Q9HCE1,n383236,1
Q9UKV8,n383236,1
Q9UL18,n383236,1
Q9Y6M1,n383236,1
Q13148,n383265,1
P26599,n383314,1
Q13148,n383327,1
Q15717,n383327,1
Q49AS9,n383327,1
Q15717,n383428,1
Q9Y6M1,n383460,1
P26599,n383496,1
B7ZL34,n383509,1
O00425,n383509,1
P35637,n383509,1
Q15717,n383509,1
Q9NZI8,n383509,1
Q9Y6M1,n383509,1
O00425,n383521,1
P26599,n383550,1
Q15717,n383550,1
Q9Y6M1,n383550,1
Q15717,n383551,1
Q96PU8,n383551,1
O00425,n383556,1
Q15717,n383556,1
Q9Y6M1,n383556,1
P26599,n383560,1
P35637,n383560,1
Q9UKV8,n383560,1
Q9UL18,n383560,1
Q9Y6M1,n383560,1
P35637,n383565,1
Q49AS9,n383565,1
Q15717,n383567,1
Q07955,n383603,1
P26599,n383605,1
P35637,n383634,1
Q15717,n383634,1
Q13148,n383639,1
Q15717,n383639,1
O00425,n383693,1
P31483,n383693,1
Q15717,n383693,1
Q9NZI8,n383693,1
Q9UKV8,n383693,1
Q9Y6M1,n383693,1
Q15717,n383714,1
P26599,n383718,1
Q07955,n383723,1
P35637,n383730,1
P26599,n383749,1
P35637,n383773,1
O00425,n383794,1
P35637,n383794,1
Q15717,n383794,1
Q9NZI8,n383794,1
Q15717,n383795,1
P26599,n383802,1
Q15717,n383802,1
Q49AS9,n383802,1
Q01844,n383805,1
Q15717,n383805,1
P26599,n383828,1
B7ZL34,n383862,1
O00425,n383862,1
P26599,n383862,1
Q01844,n383862,1
Q13148,n383862,1
Q8NDV7,n383862,1
Q96PU8,n383862,1
Q9HCE1,n383862,1
Q9NZI8,n383862,1
Q9Y6M1,n383862,1
Q07955,n383884,1
Q13148,n383906,1
Q13148,n383932,1
Q07955,n383958,1
P26599,n383986,1
P26599,n384011,1
O00425,n384026,1
P26599,n384026,1
P31483,n384030,1
P26599,n384073,1
Q15717,n384073,1
Q07955,n384082,1
P35637,n384083,1
Q07955,n384091,1
Q07955,n384112,1
O00425,n384121,1
Q9NZI8,n384121,1
Q15717,n384132,1
O00425,n384140,1
P35637,n384140,1
Q15717,n384140,1
Q9HCE1,n384140,1
Q9NZI8,n384140,1
Q9UKV8,n384140,1
Q9UL18,n384140,1
Q9Y6M1,n384140,1
P31483,n384175,1
Q15717,n384175,1
O00425,n384190,1
Q07955,n384198,1
Q07955,n384200,1
P35637,n384202,1
Q15717,n384202,1
P26599,n384209,1
P31483,n384209,1
Q15717,n384209,1
Q49AS9,n384209,1
Q9NZI8,n384209,1
Q9UKV8,n384209,1
P31483,n384210,1
P35637,n384210,1
Q15717,n384210,1
Q49AS9,n384210,1
Q9Y6M1,n384210,1
P35637,n384212,1
Q15717,n384212,1
Q9UKV8,n384212,1
Q15717,n384213,1
Q9NZI8,n384213,1
Q15717,n384215,1
Q9UKV8,n384215,1
B7ZL34,n384227,1
O00425,n384227,1
P31483,n384227,1
P35637,n384227,1
