,ncIdentifier,prIdentifier,interaction
8427,n346426,O00425,1
8428,n378068,Q49AS9,1
8429,n346528,Q15717,1
8430,n385902,Q07955,1
8431,n367049,Q07955,1
8432,n384200,Q07955,1
8433,n382060,Q15717,1
8434,n385274,Q9UKV8,1
8435,n344814,Q9UKV8,1
8436,n373943,Q07955,1
8437,n377818,Q9Y6M1,1
8438,n379360,Q96PU8,1
8439,n387397,Q15717,1
8440,n407466,Q9HCE1,1
8441,n406336,P31483,1
8442,n407210,Q07955,1
8443,n378567,O00425,1
8444,n379406,Q15717,1
8445,n380677,Q15717,1
8446,n406144,Q15717,1
8447,n410143,Q9UKV8,1
8448,n410453,O00425,1
8449,n410885,Q15717,1
8450,n379114,Q07955,1
8451,n384573,Q9UL18,1
8452,n384573,Q9UKV8,1
8453,n384573,Q9H9G7,1
8454,n384573,Q9HCK5,1
8455,n372953,P35637,1
8456,n378353,Q13148,1
8457,n387722,O00425,1
8458,n386179,Q9NZI8,1
8459,n345185,P35637,1
8460,n376473,Q49AS9,1
8461,n383019,Q9NZI8,1
8462,n410161,Q15717,1
8463,n368624,Q49AS9,1
8464,n383509,Q15717,1
8465,n384395,Q07955,1
8466,n406134,Q9NZI8,1
8467,n385685,P35637,1
8468,n407114,Q15717,1
8469,n378414,Q96PU8,1
8470,n344814,P31483,1
8471,n383747,B7ZL34,1
8472,n378603,Q15717,1
8473,n345977,Q07955,1
8474,n407520,P26599,1
8475,n384227,O00425,1
8476,n377684,Q07955,1
8477,n409540,Q07955,1
8478,n380693,Q01844,1
8479,n363945,Q07955,1
8480,n407062,Q07955,1
8481,n378068,Q8NDV7,1
8482,n378068,Q9UPQ9,1
8483,n378068,Q9HCJ0,1
8484,n386063,Q15717,1
8485,n381011,Q15717,1
8486,n377912,Q15717,1
8487,n346311,Q07955,1
8488,n383805,Q15717,1
8489,n373563,Q15717,1
8490,n384228,Q9Y6M1,1
8491,n344748,Q15717,1
8492,n368267,Q9UKV8,1
8493,n376590,P31483,1
8494,n345670,Q49AS9,1
8495,n369876,O00425,1
8496,n386735,P31483,1
8497,n345139,Q9Y6M1,1
8498,n385707,P35637,1
8499,n368044,Q9Y6M1,1
8500,n384320,P26599,1
8501,n384624,Q15717,1
8502,n385468,Q13148,1
8503,n407937,Q15717,1
8504,n379630,Q86X94,1
8505,n378567,P35637,1
8506,n384754,Q86X94,1
8507,n345935,Q49AS9,1
8508,n346533,Q9UKV8,1
8509,n365866,Q15717,1
8510,n344462,Q15717,1
8511,n344601,Q15717,1
8512,n384480,Q15717,1
8513,n377834,Q9UKV8,1
8514,n385727,O00425,1
8515,n386315,P31483,1
8516,n375857,Q15717,1
8517,n378108,P35637,1
8518,n346396,Q07955,1
8519,n386391,Q07955,1
8520,n379395,Q13148,1
8521,n345182,Q15717,1
8522,n407659,Q9NZI8,1
8523,n346167,Q9Y6M1,1
8524,n379114,Q15717,1
8525,n345168,Q49AS9,1
8526,n410722,Q9Y6M1,1
8527,n374534,Q9Y6M1,1
8528,n409149,Q9UKV8,1
8529,n406914,Q15717,1
8530,n345742,Q07955,1
8531,n376049,Q15717,1
8532,n378108,Q07955,1
8533,n386343,B7ZL34,1
8534,n345746,P31483,1
8535,n381942,Q9Y6M1,1
8536,n381912,Q9Y6M1,1
8537,n406422,O00425,1
8538,n378273,O00425,1
8539,n382015,Q15717,1
8540,n345765,P31483,1
8541,n386100,Q07955,1
8542,n381557,O00425,1
8543,n406900,Q9UL18,1
8544,n406900,Q9UKV8,1
8545,n406900,Q9H9G7,1
8546,n406900,Q9HCK5,1
8547,n378555,Q07955,1
8548,n379792,P31483,1
8549,n344736,Q15717,1
8550,n346537,Q01844,1
8551,n370423,Q15717,1
8552,n345630,P31483,1
8553,n381430,Q9Y6M1,1
8554,n376985,Q9NZI8,1
8555,n409618,Q15717,1
8556,n384684,Q49AS9,1
8557,n381444,Q07955,1
8558,n379244,P35637,1
8559,n370574,P31483,1
8560,n344547,Q15717,1
8561,n344659,Q15717,1
8562,n382184,Q15717,1
8563,n381409,P35637,1
8564,n387393,Q9Y6M1,1
8565,n409540,O00425,1
8566,n367422,Q49AS9,1
8567,n377916,P26599,1
8568,n346196,Q07955,1
8569,n378002,P26599,1
8570,n367646,Q15717,1
8571,n344610,Q9UKV8,1
8572,n346383,Q07955,1
8573,n344971,O00425,1
8574,n371665,Q9Y6M1,1
8575,n369487,Q49AS9,1
8576,n406480,Q9NZI8,1
8577,n383025,Q9UKV8,1
8578,n371761,Q07955,1
8579,n382231,Q9UL18,1
8580,n382231,Q9UKV8,1
8581,n382231,Q9H9G7,1
8582,n382231,Q9HCK5,1
8583,n345433,Q49AS9,1
8584,n385569,Q9Y6M1,1
8585,n382702,O00425,1
8586,n409179,Q9NZI8,1
8587,n377683,Q07955,1
8588,n377284,Q07955,1
8589,n369512,B7ZL34,1
8590,n344530,Q15717,1
8591,n379781,P35637,1
8592,n372205,Q9Y6M1,1
8593,n383077,O00425,1
8594,n376433,Q86X94,1
8595,n384228,P35637,1
8596,n345207,Q15717,1
8597,n345777,Q9UKV8,1
8598,n376424,Q13148,1
8599,n410523,P26599,1
8600,n381430,P35637,1
8601,n374798,Q13148,1
8602,n344807,Q15717,1
8603,n344996,Q15717,1
8604,n379177,Q49AS9,1
8605,n387026,Q07955,1
8606,n387634,Q9HCE1,1
8607,n405705,Q13148,1
8608,n407992,Q9HCE1,1
8609,n385729,Q86X94,1
8610,n384285,Q07955,1
8611,n345032,Q13148,1
8612,n345501,Q07955,1
8613,n363847,Q15717,1
8614,n410799,Q49AS9,1
8615,n383218,P26599,1
8616,n363484,O00425,1
8617,n345185,Q9Y6M1,1
8618,n387531,Q07955,1
8619,n372993,Q9UL18,1
8620,n372993,Q9UKV8,1
8621,n372993,Q9H9G7,1
8622,n372993,Q9HCK5,1
8623,n344800,Q15717,1
8624,n387437,Q49AS9,1
8625,n345101,Q15717,1
8626,n386179,O00425,1
8627,n387060,Q15717,1
8628,n385801,Q15717,1
8629,n346296,P31483,1
8630,n405569,Q9HCE1,1
8631,n344547,Q9Y6M1,1
8632,n387266,P31483,1
8633,n344980,O00425,1
8634,n376985,Q9HCE1,1
8635,n377827,Q9Y6M1,1
8636,n368267,Q9NZI8,1
8637,n344986,Q9NZI8,1
8638,n344871,Q96PU8,1
8639,n409674,Q9NZI8,1
8640,n370423,Q15717,1
8641,n379110,Q86X94,1
8642,n345746,Q49AS9,1
8643,n345455,Q01844,1
8644,n346477,Q07955,1
8645,n408075,Q9NZI8,1
8646,n346472,Q07955,1
8647,n382131,O00425,1
8648,n380100,P35637,1
8649,n383019,P26599,1
8650,n384480,B7ZL34,1
8651,n372291,Q49AS9,1
8652,n379459,Q15717,1
8653,n381076,Q07955,1
8654,n345117,P35637,1
8655,n344651,P31483,1
8656,n386343,O00425,1
8657,n408020,O00425,1
8658,n344798,O00425,1
8659,n383747,Q9Y6M1,1
8660,n377295,Q86X94,1
8661,n409180,Q9NZI8,1
8662,n345455,O00425,1
8663,n346128,O00425,1
8664,n344741,Q49AS9,1
8665,n345618,Q15717,1
8666,n346236,Q07955,1
8667,n385188,Q8NDV7,1
8668,n385188,Q9UPQ9,1
8669,n385188,Q9HCJ0,1
8670,n406346,Q9UKV8,1
8671,n345373,P26599,1
8672,n384430,Q13148,1
8673,n385468,Q01844,1
8674,n372815,Q15717,1
8675,n344957,P26599,1
8676,n406246,Q01844,1
8677,n371241,Q49AS9,1
8678,n345721,P35637,1
8679,n345139,Q9HCE1,1
8680,n378090,Q07955,1
8681,n386655,O00425,1
8682,n410153,Q9Y6M1,1
8683,n344530,P31483,1
8684,n407434,P35637,1
8685,n345653,Q9Y6M1,1
8686,n366704,Q07955,1
8687,n344814,Q86X94,1
8688,n344975,Q15717,1
8689,n344778,Q15717,1
8690,n372815,Q86X94,1
8691,n344535,Q15717,1
8692,n344601,P35637,1
8693,n382440,Q9Y6M1,1
8694,n385729,Q8NDV7,1
8695,n385729,Q9UPQ9,1
8696,n385729,Q9HCJ0,1
8697,n387063,Q01844,1
8698,n372953,Q01844,1
8699,n407071,Q9NZI8,1
8700,n345077,Q9NZI8,1
8701,n377827,Q9UL18,1
8702,n377827,Q9UKV8,1
8703,n377827,Q9H9G7,1
8704,n377827,Q9HCK5,1
8705,n344618,O43251,1
8706,n376985,O00425,1
8707,n345298,O00425,1
8708,n408131,Q15717,1
8709,n383509,O00425,1
8710,n382231,Q01844,1
8711,n344748,Q9Y6M1,1
8712,n370585,Q86X94,1
8713,n382131,Q15717,1
8714,n379717,Q13148,1
8715,n384643,Q13148,1
8716,n344814,O00425,1
8717,n385725,Q86X94,1
8718,n375266,Q15717,1
8719,n385140,Q15717,1
8720,n379676,Q49AS9,1
8721,n375457,Q07955,1
8722,n378108,O00425,1
8723,n409406,Q49AS9,1
8724,n378714,Q9Y6M1,1
8725,n405671,P26599,1
8726,n385951,Q15717,1
8727,n384480,O00425,1
8728,n411020,Q07955,1
8729,n407685,Q07955,1
8730,n345879,Q49AS9,1
8731,n381011,Q9Y6M1,1
8732,n409672,Q9UL18,1
8733,n409672,Q9UKV8,1
8734,n409672,Q9H9G7,1
8735,n409672,Q9HCK5,1
8736,n344691,Q49AS9,1
8737,n345088,Q07955,1
8738,n410462,P35637,1
8739,n377639,O00425,1
8740,n410722,B7ZL34,1
8741,n346532,Q07955,1
8742,n344574,Q86X94,1
8743,n374520,Q13148,1
8744,n411719,Q07955,1
8745,n387719,Q07955,1
8746,n344805,Q15717,1
8747,n381443,Q9Y6M1,1
8748,n408116,Q86X94,1
8749,n384927,O00425,1
8750,n385511,Q9Y6M1,1
8751,n383179,Q15717,1
8752,n383551,Q96PU8,1
8753,n344875,Q15717,1
8754,n344960,Q9NZI8,1
8755,n386362,O00425,1
8756,n375802,Q49AS9,1
8757,n345373,Q07955,1
8758,n345161,Q15717,1
8759,n377766,P35637,1
8760,n387393,Q15717,1
8761,n345457,Q15717,1
8762,n385425,P35637,1
8763,n407383,Q9UL18,1
8764,n407383,Q9UKV8,1
8765,n407383,Q9H9G7,1
8766,n407383,Q9HCK5,1
8767,n381419,P35637,1
8768,n385725,Q96PU8,1
8769,n382181,Q13148,1
8770,n381272,O00425,1
8771,n344986,O00425,1
8772,n378107,Q01844,1
8773,n383026,Q9UKV8,1
8774,n372578,P35637,1
8775,n384573,Q9Y6M1,1
8776,n381970,P31483,1
8777,n410026,Q9NZI8,1
8778,n385273,Q49AS9,1
8779,n409170,Q07955,1
8780,n371141,Q15717,1
8781,n411623,P26599,1
8782,n344604,Q15717,1
8783,n409540,Q9NZI8,1
8784,n368098,Q01844,1
8785,n345934,Q13148,1
8786,n409159,O00425,1
8787,n363537,Q15717,1
8788,n346189,Q15717,1
8789,n382350,Q13148,1
8790,n407775,Q49AS9,1
8791,n385730,Q86X94,1
8792,n380158,P31483,1
8793,n345648,Q9Y6M1,1
8794,n384684,P31483,1
8795,n385730,B7ZL34,1
8796,n367662,Q49AS9,1
8797,n379593,Q15717,1
8798,n386641,O00425,1
8799,n381280,P35637,1
8800,n369735,Q13148,1
8801,n377834,Q9UKV8,1
8802,n375399,Q49AS9,1
8803,n381057,P31483,1
8804,n345465,Q15717,1
8805,n385202,Q9NZI8,1
8806,n384996,Q15717,1
8807,n376477,Q49AS9,1
8808,n409709,Q01844,1
8809,n344530,Q9HCE1,1
8810,n344814,Q9NZI8,1
8811,n380413,Q9NZI8,1
8812,n346545,Q15717,1
8813,n379586,Q07955,1
8814,n407311,P26599,1
8815,n367417,Q15717,1
8816,n385835,O00425,1
8817,n345357,Q15717,1
8818,n409683,Q15717,1
8819,n378866,Q15717,1
8820,n384770,Q9HCE1,1
8821,n344778,B7ZL34,1
8822,n410038,Q13148,1
8823,n345502,Q9HCE1,1
8824,n345468,Q13148,1
8825,n385730,O00425,1
8826,n345765,Q13148,1
8827,n384227,B7ZL34,1
8828,n374530,Q49AS9,1
8829,n381057,Q15717,1
8830,n384754,Q01844,1
8831,n344745,Q8NDV7,1
8832,n344745,Q9UPQ9,1
8833,n344745,Q9HCJ0,1
8834,n386856,Q15717,1
8835,n344621,Q13148,1
8836,n386592,Q9UL18,1
8837,n386592,Q9UKV8,1
8838,n386592,Q9H9G7,1
8839,n386592,Q9HCK5,1
8840,n409683,Q15717,1
8841,n411680,O00425,1
8842,n384996,P35637,1
8843,n345310,P31483,1
8844,n406117,Q07955,1
8845,n410191,Q07955,1
8846,n410671,P35637,1
8847,n345014,Q49AS9,1
8848,n377669,O00425,1
8849,n379717,O00425,1
8850,n345473,Q9HCE1,1
8851,n384656,Q07955,1
8852,n378252,B7ZL34,1
8853,n383233,Q49AS9,1
8854,n374607,O43251,1
8855,n384936,B7ZL34,1
8856,n345885,Q49AS9,1
8857,n382328,Q15717,1
8858,n379167,Q9NZI8,1
8859,n344709,P31483,1
8860,n345807,Q13148,1
8861,n387733,P31483,1
8862,n378279,O00425,1
8863,n383986,P26599,1
8864,n378726,Q15717,1
8865,n379821,O00425,1
8866,n344691,Q15717,1
8867,n346533,P35637,1
8868,n381022,Q13148,1
8869,n383077,Q15717,1
8870,n370205,P31483,1
8871,n381568,O00425,1
8872,n383080,Q49AS9,1
8873,n346101,Q15717,1
8874,n384215,Q15717,1
8875,n405626,O00425,1
8876,n410170,Q07955,1
8877,n377680,Q07955,1
8878,n372080,Q01844,1
8879,n382231,P35637,1
8880,n375462,Q13148,1
8881,n378490,Q96PU8,1
8882,n344598,Q15717,1
8883,n386682,P26599,1
8884,n385842,Q15717,1
8885,n410105,Q07955,1
8886,n379676,Q15717,1
8887,n409149,Q9HCE1,1
8888,n405453,Q07955,1
8889,n386682,P35637,1
8890,n409672,Q86X94,1
8891,n406422,Q9Y6M1,1
8892,n384321,P26599,1
8893,n345045,Q15717,1
8894,n381568,Q15717,1
8895,n373804,Q49AS9,1
8896,n366290,Q15717,1
8897,n384927,Q9Y6M1,1
8898,n384754,P35637,1
8899,n380806,P31483,1
8900,n381839,Q15717,1
8901,n371672,P31483,1
8902,n375266,P35637,1
8903,n410152,Q9UL18,1
8904,n410152,Q9UKV8,1
8905,n410152,Q9H9G7,1
8906,n410152,Q9HCK5,1
8907,n372533,Q15717,1
8908,n367775,O00425,1
8909,n345935,P31483,1
8910,n410108,Q49AS9,1
8911,n407669,Q15717,1
8912,n385729,P35637,1
8913,n409559,Q07955,1
8914,n408051,Q15717,1
8915,n344814,Q15717,1
8916,n385727,Q13148,1
8917,n386770,Q9Y6M1,1
8918,n384140,O00425,1
8919,n408131,Q15717,1
8920,n382687,Q9HCE1,1
8921,n370930,Q9HCE1,1
8922,n406409,Q49AS9,1
8923,n386209,Q15717,1
8924,n387025,P26599,1
8925,n384742,Q01844,1
8926,n374607,Q01844,1
8927,n378238,Q9Y6M1,1
8928,n372815,Q49AS9,1
8929,n410638,P26599,1
8930,n386260,Q9Y6M1,1
8931,n407046,Q15717,1
8932,n386524,P31483,1
8933,n384209,Q15717,1
8934,n408241,Q15717,1
8935,n344559,P31483,1
8936,n378414,Q15717,1
8937,n408131,B7ZL34,1
8938,n385229,P31483,1
8939,n372953,Q8NDV7,1
8940,n372953,Q9UPQ9,1
8941,n372953,Q9HCJ0,1
8942,n345437,P35637,1
8943,n410153,O00425,1
8944,n387402,Q13148,1
8945,n410638,P31483,1
8946,n383693,Q9UKV8,1
8947,n381078,Q9UKV8,1
8948,n379406,O43251,1
8949,n407707,O00425,1
8950,n386770,Q13148,1
8951,n384754,Q15717,1
8952,n381720,Q49AS9,1
8953,n406866,Q15717,1
8954,n371241,Q15717,1
8955,n383693,Q15717,1
8956,n407257,Q15717,1
8957,n371665,Q15717,1
8958,n345040,Q15717,1
8959,n345457,O00425,1
8960,n376049,Q15717,1
8961,n387397,Q9UL18,1
8962,n387397,Q9UKV8,1
8963,n387397,Q9H9G7,1
8964,n387397,Q9HCK5,1
8965,n345971,Q07955,1
8966,n371680,B7ZL34,1
8967,n386735,Q15717,1
8968,n410153,Q15717,1
8969,n382000,Q9UL18,1
8970,n382000,Q9UKV8,1
8971,n382000,Q9H9G7,1
8972,n382000,Q9HCK5,1
8973,n345323,Q13148,1
8974,n384430,Q9Y6M1,1
8975,n344736,Q49AS9,1
8976,n381958,Q13148,1
8977,n344860,P35637,1
8978,n385106,Q9UKV8,1
8979,n410523,Q15717,1
8980,n409179,Q9UL18,1
8981,n409179,Q9UKV8,1
8982,n409179,Q9H9G7,1
8983,n409179,Q9HCK5,1
8984,n370698,P31483,1
8985,n381414,Q15717,1
8986,n385730,Q13148,1
8987,n383794,P35637,1
8988,n345648,O00425,1
8989,n384228,Q86X94,1
8990,n344588,P26599,1
8991,n385106,Q15717,1
8992,n410143,Q9HCE1,1
8993,n384430,Q15717,1
8994,n378252,Q9UL18,1
8995,n378252,Q9UKV8,1
8996,n378252,Q9H9G7,1
8997,n378252,Q9HCK5,1
8998,n386353,Q15717,1
8999,n405566,Q9UKV8,1
9000,n377923,P26599,1
9001,n345781,Q9NZI8,1
9002,n346481,Q15717,1
9003,n367651,P35637,1
9004,n377577,O43251,1
9005,n381754,Q13148,1
9006,n407073,Q13148,1
9007,n345304,P35637,1
9008,n385069,P31483,1
9009,n345405,O00425,1
9010,n383025,O00425,1
9011,n407159,Q07955,1
9012,n375478,Q9NZI8,1
9013,n375659,Q15717,1
9014,n408119,Q9Y6M1,1
9015,n346464,Q9Y6M1,1
9016,n384720,P35637,1
9017,n409548,Q07955,1
9018,n379950,O00425,1
9019,n385318,Q13148,1
9020,n376473,Q86X94,1
9021,n405993,Q15717,1
9022,n386448,Q15717,1
9023,n384720,Q01844,1
9024,n381805,Q13148,1
9025,n371680,Q15717,1
9026,n346282,Q07955,1
9027,n407534,Q9Y6M1,1
9028,n344800,P35637,1
9029,n344531,Q15717,1
9030,n371814,Q13148,1
9031,n411666,Q07955,1
9032,n374607,Q9UL18,1
9033,n374607,Q9UKV8,1
9034,n374607,Q9H9G7,1
9035,n374607,Q9HCK5,1
9036,n346260,Q07955,1
9037,n367887,P35637,1
9038,n385727,P35637,1
9039,n407125,Q49AS9,1
9040,n384757,Q13148,1
9041,n345040,Q86X94,1
9042,n380031,P35637,1
9043,n405558,B7ZL34,1
9044,n344778,Q8NDV7,1
9045,n344778,Q9UPQ9,1
9046,n344778,Q9HCJ0,1
9047,n344610,Q9Y6M1,1
9048,n386770,Q9NZI8,1
9049,n384754,Q9Y6M1,1
9050,n407027,Q9NZI8,1
9051,n410161,Q15717,1
9052,n369469,Q49AS9,1
9053,n386448,Q9Y6M1,1
9054,n372080,Q13148,1
9055,n405951,Q9UKV8,1
9056,n364842,O00425,1
9057,n408119,Q13148,1
9058,n345751,Q49AS9,1
9059,n409402,Q07955,1
9060,n382918,Q15717,1
9061,n365737,O00425,1
9062,n409406,Q9Y6M1,1
9063,n369955,Q07955,1
9064,n385511,P35637,1
9065,n344497,Q13148,1
9066,n383556,Q9Y6M1,1
9067,n377766,Q15717,1
9068,n381878,Q13148,1
9069,n407573,Q9UL18,1
9070,n407573,Q9UKV8,1
9071,n407573,Q9H9G7,1
9072,n407573,Q9HCK5,1
9073,n407311,Q15717,1
9074,n344589,Q49AS9,1
9075,n364511,Q9UKV8,1
9076,n372336,Q9UL18,1
9077,n372336,Q9UKV8,1
9078,n372336,Q9H9G7,1
9079,n372336,Q9HCK5,1
9080,n344721,O00425,1
9081,n381081,Q8NDV7,1
9082,n381081,Q9UPQ9,1
9083,n381081,Q9HCJ0,1
9084,n346094,O00425,1
9085,n405795,Q07955,1
9086,n385188,Q9UL18,1
9087,n385188,Q9UKV8,1
9088,n385188,Q9H9G7,1
9089,n385188,Q9HCK5,1
9090,n381754,Q01844,1
9091,n406134,Q49AS9,1
9092,n344691,P35637,1
9093,n344695,Q01844,1
9094,n385274,Q15717,1
9095,n369419,P31483,1
9096,n345281,Q15717,1
9097,n346200,P35637,1
9098,n346186,Q49AS9,1
9099,n377932,P26599,1
9100,n405255,Q07955,1
9101,n410638,Q9UL18,1
9102,n410638,Q9UKV8,1
9103,n410638,Q9H9G7,1
9104,n410638,Q9HCK5,1
9105,n380175,Q15717,1
9106,n374487,Q07955,1
9107,n384643,Q9HCE1,1
9108,n363631,Q07955,1
9109,n378567,Q15717,1
9110,n363690,Q9NZI8,1
9111,n344659,Q8NDV7,1
9112,n344659,Q9UPQ9,1
9113,n344659,Q9HCJ0,1
9114,n410143,Q15717,1
9115,n407887,Q15717,1
9116,n383231,Q15717,1
9117,n384936,P35637,1
9118,n387266,Q86X94,1
9119,n344601,Q9NZI8,1
9120,n345423,Q15717,1
9121,n385512,Q9Y6M1,1
9122,n383994,Q13148,1
9123,n344678,P31483,1
9124,n377932,Q01844,1
9125,n344749,P31483,1
9126,n383233,Q9HCE1,1
9127,n409529,Q49AS9,1
9128,n378741,P31483,1
9129,n410638,Q86X94,1
9130,n382330,Q13148,1
9131,n410630,O00425,1
9132,n379442,Q9Y6M1,1
9133,n385849,P35637,1
9134,n386231,Q9NZI8,1
9135,n367519,Q15717,1
9136,n346081,Q07955,1
9137,n368511,Q13148,1
9138,n387010,Q49AS9,1
9139,n344960,P35637,1
9140,n344814,Q9UKV8,1
9141,n382083,P35637,1
9142,n405569,Q01844,1
9143,n382143,Q15717,1
9144,n384228,P35637,1
9145,n381022,Q9Y6M1,1
9146,n344547,Q9NZI8,1
9147,n345832,P26599,1
9148,n408131,Q8NDV7,1
9149,n408131,Q9UPQ9,1
9150,n408131,Q9HCJ0,1
9151,n385725,O00425,1
9152,n382511,P26599,1
9153,n385425,Q9UL18,1
9154,n385425,Q9UKV8,1
9155,n385425,Q9H9G7,1
9156,n385425,Q9HCK5,1
9157,n378019,Q9Y6M1,1
9158,n385468,O00425,1
9159,n368164,Q15717,1
9160,n407410,Q15717,1
9161,n344791,Q15717,1
9162,n376411,P35637,1
9163,n386411,B7ZL34,1
9164,n385951,B7ZL34,1
9165,n344996,Q01844,1
9166,n386856,P26599,1
9167,n345337,Q15717,1
9168,n378555,Q15717,1
9169,n385511,Q15717,1
9170,n377677,Q15717,1
9171,n371206,Q07955,1
9172,n344530,Q15717,1
9173,n344724,Q15717,1
9174,n344678,Q13148,1
9175,n407887,Q9HCE1,1
9176,n382181,Q86X94,1
9177,n382224,Q9NZI8,1
9178,n383019,Q15717,1
9179,n387674,Q9NZI8,1
9180,n344814,Q13148,1
9181,n408340,Q9UL18,1
9182,n408340,Q9UKV8,1
9183,n408340,Q9H9G7,1
9184,n408340,Q9HCK5,1
9185,n346465,Q86X94,1
9186,n380693,Q9UKV8,1
9187,n378507,Q07955,1
9188,n344601,Q9Y6M1,1
9189,n344490,Q9UKV8,1
9190,n408890,Q07955,1
9191,n345960,Q07955,1
9192,n386682,Q13148,1
9193,n377015,P31483,1
9194,n377932,P35637,1
9195,n407465,Q15717,1
9196,n383550,Q9Y6M1,1
9197,n374536,Q07955,1
9198,n377670,O00425,1
9199,n407502,Q01844,1
9200,n383565,Q49AS9,1
9201,n382220,Q15717,1
9202,n370995,Q9HCE1,1
9203,n406899,Q9HCE1,1
9204,n386448,Q01844,1
9205,n379459,Q9UKV8,1
9206,n346167,Q9NZI8,1
9207,n380489,Q9UL18,1
9208,n380489,Q9UKV8,1
9209,n380489,Q9H9G7,1
9210,n380489,Q9HCK5,1
9211,n407573,Q15717,1
9212,n344530,Q9NZI8,1
9213,n382982,Q07955,1
9214,n369512,Q9NZI8,1
9215,n370618,Q15717,1
9216,n345232,Q9UL18,1
9217,n345232,Q9UKV8,1
9218,n345232,Q9H9G7,1
9219,n345232,Q9HCK5,1
9220,n407473,Q15717,1
9221,n379466,Q15717,1
9222,n377799,Q9HCE1,1
9223,n409672,Q15717,1
9224,n387712,Q07955,1
9225,n384770,Q8NDV7,1
9226,n384770,Q9UPQ9,1
9227,n384770,Q9HCJ0,1
9228,n381846,O00425,1
9229,n410462,Q49AS9,1
9230,n406194,P26599,1
9231,n378503,Q9Y6M1,1
9232,n410523,O00425,1
9233,n345641,O00425,1
9234,n344800,O00425,1
9235,n383172,Q49AS9,1
9236,n345912,Q07955,1
9237,n345524,Q15717,1
9238,n346492,Q07955,1
9239,n376189,Q15717,1
9240,n381623,Q9UKV8,1
9241,n411681,Q07955,1
9242,n381885,O00425,1
9243,n384227,Q9Y6M1,1
9244,n410904,Q9NZI8,1
9245,n376207,Q86X94,1
9246,n364181,Q13148,1
9247,n410638,Q9HCE1,1
9248,n374530,Q9NZI8,1
9249,n408189,Q15717,1
9250,n346101,Q9Y6M1,1
9251,n407442,Q8NDV7,1
9252,n407442,Q9UPQ9,1
9253,n407442,Q9HCJ0,1
9254,n381464,P26599,1
9255,n379927,P35637,1
9256,n345421,P35637,1
9257,n344760,Q49AS9,1
9258,n387060,P31483,1
9259,n409149,Q8NDV7,1
9260,n409149,Q9UPQ9,1
9261,n409149,Q9HCJ0,1
9262,n346094,Q9Y6M1,1
9263,n386480,Q9NZI8,1
9264,n346528,Q9NZI8,1
9265,n386682,P35637,1
9266,n385039,Q15717,1
9267,n379293,Q49AS9,1
9268,n384422,O00425,1
9269,n378094,Q15717,1
9270,n387106,Q9Y6M1,1
9271,n383327,Q49AS9,1
9272,n372953,Q9NZI8,1
9273,n377290,Q49AS9,1
9274,n386538,Q07955,1
9275,n376398,Q15717,1
9276,n407311,Q15717,1
9277,n385229,Q15717,1
9278,n381041,O00425,1
9279,n344574,Q15717,1
9280,n406796,Q15717,1
9281,n407573,Q15717,1
9282,n381623,Q9UKV8,1
9283,n409756,P35637,1
9284,n345516,Q13148,1
9285,n377717,Q9UKV8,1
9286,n379304,Q15717,1
9287,n378726,Q13148,1
9288,n379841,Q07955,1
9289,n406328,Q07955,1
9290,n344705,Q49AS9,1
9291,n381970,P35637,1
9292,n368637,Q13148,1
9293,n367774,Q49AS9,1
9294,n379406,Q86X94,1
9295,n380659,Q13148,1
9296,n387280,O00425,1
9297,n381280,P35637,1
9298,n375630,Q07955,1
9299,n345641,Q9Y6M1,1
9300,n379637,Q9UKV8,1
9301,n382918,Q13148,1
9302,n344649,O00425,1
9303,n406480,Q8NDV7,1
9304,n406480,Q9UPQ9,1
9305,n406480,Q9HCJ0,1
9306,n410143,Q15717,1
9307,n384325,P35637,1
9308,n380500,P31483,1
9309,n374497,Q9Y6M1,1
9310,n387063,P35637,1
9311,n370698,Q49AS9,1
9312,n385425,Q15717,1
9313,n381351,Q9UL18,1
9314,n381351,Q9UKV8,1
9315,n381351,Q9H9G7,1
9316,n381351,Q9HCK5,1
9317,n364975,Q49AS9,1
9318,n379454,Q15717,1
9319,n345807,Q15717,1
9320,n406195,O00425,1
9321,n381793,O00425,1
9322,n384011,P26599,1
9323,n385511,P35637,1
9324,n408349,Q07955,1
9325,n345173,Q49AS9,1
9326,n344736,Q13148,1
9327,n377683,Q15717,1
9328,n409179,O00425,1
9329,n406475,Q49AS9,1
9330,n405439,Q9HCE1,1
9331,n370058,Q15717,1
9332,n405607,Q15717,1
9333,n345185,Q15717,1
9334,n375097,Q15717,1
9335,n345068,Q49AS9,1
9336,n386209,P35637,1
9337,n345800,Q9Y6M1,1
9338,n377873,B7ZL34,1
9339,n379927,P35637,1
9340,n384625,O00425,1
9341,n384209,Q15717,1
9342,n405569,O00425,1
9343,n385468,Q9NZI8,1
9344,n344791,Q07955,1
9345,n346189,Q13148,1
9346,n382037,Q13148,1
9347,n406134,Q9UL18,1
9348,n406134,Q9UKV8,1
9349,n406134,Q9H9G7,1
9350,n406134,Q9HCK5,1
9351,n375478,P26599,1
9352,n377665,Q15717,1
9353,n380158,Q13148,1
9354,n344749,O00425,1
9355,n409707,P35637,1
9356,n384083,P35637,1
9357,n370725,Q15717,1
9358,n384228,Q9NZI8,1
9359,n382231,Q15717,1
9360,n405440,O00425,1
9361,n384140,Q9Y6M1,1
