interID,ncID,ncType,ncIdentifier,ncName,PartnerID,prType,prIdentifier,InteractionPartner,interDescription,experiment,pubmed,organism,tag,interClass,interLevel,NONCODETranscriptID
ncRI-195987,13552,NONCODE,n328167,RPI001_426194,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188697,11206,NONCODE,n338223,RPI001_1004148,515,UniProt,Q9UL18,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT006360.2
ncRI-188697,11206,NONCODE,n338223,RPI001_1004148,515,UniProt, Q9UKV8,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT006360.2
ncRI-188697,11206,NONCODE,n338223,RPI001_1004148,515,UniProt, Q9H9G7,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT006360.2
ncRI-188697,11206,NONCODE,n338223,RPI001_1004148,515,UniProt, Q9HCK5,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT006360.2
ncRI-198537,15513,NONCODE,n332454,RPI001_77327,515,UniProt,Q9UL18,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT029339.2
ncRI-198537,15513,NONCODE,n332454,RPI001_77327,515,UniProt, Q9UKV8,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT029339.2
ncRI-198537,15513,NONCODE,n332454,RPI001_77327,515,UniProt, Q9H9G7,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT029339.2
ncRI-198537,15513,NONCODE,n332454,RPI001_77327,515,UniProt, Q9HCK5,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT029339.2
ncRI-198396,15431,NONCODE,n339434,RPI001_680562,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-196205,13688,NONCODE,n378353,RPI001_467343,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT113863.2
ncRI-200006,16827,NONCODE,n378100,RPI001_977029,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT083043.2
ncRI-191036,11646,NONCODE,n341646,RPI001_106593,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT130006.2
ncRI-188603,11189,NONCODE,n344659,RPI001_1002170,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT001511.2
ncRI-193351,12296,NONCODE,n386655,RPI001_268886,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-193141,12205,NONCODE,n387641,RPI001_240729,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188885,11238,NONCODE,n340002,RPI001_1006520,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT011908.2
ncRI-188986,11256,NONCODE,n340108,RPI001_1007687,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT015736.2
ncRI-193445,12338,NONCODE,n378572,RPI001_290035,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT075169.2
ncRI-193266,12262,NONCODE,n339849,RPI001_258183,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT059059.2
ncRI-188872,11236,NONCODE,n381409,RPI001_1006381,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT011652.2
ncRI-195823,13441,NONCODE,n345168,RPI001_400582,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT026280.2
ncRI-191837,11809,NONCODE,n409179,RPI001_129870,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT094687.2
ncRI-193140,12205,NONCODE,n387641,RPI001_240729,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189904,11407,NONCODE,n365664,RPI001_1020675,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT069972.2
ncRI-199402,16289,NONCODE,n339762,RPI001_887792,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT056834.2
ncRI-192154,11878,NONCODE,n344975,RPI001_149441,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT123693.2
ncRI-196293,13738,NONCODE,n345032,RPI001_481792,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT129417.2
ncRI-198453,15462,NONCODE,n1835,RPI001_698487,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT041032.2
ncRI-189957,11420,NONCODE,n339003,RPI001_1022184,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189331,11309,NONCODE,n342056,RPI001_1012148,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT031708.2
ncRI-195804,13431,NONCODE,n341079,RPI001_397954,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT023309.2
ncRI-192336,11918,NONCODE,n340290,RPI001_162436,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-200804,19635,NONCODE,n5387,U5,19633,UniProt,O75643,U5-200KD,Experiments indicated that U5-200kD is a human U5 small nuclear ribonucleoprotein (snRNP) protein.,In Vivo,8670905,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189424,11328,NONCODE,n386735,RPI001_1013441,3564,UniProt,Q15717,ELAVL1,CLIP-seq identifies transcriptome-wide binding sites of HuR.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT034665.2
ncRI-191550,11753,NONCODE,n411720,RPI001_121243,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191727,11786,NONCODE,n385130,RPI001_125289,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT120080.2
ncRI-193511,12370,NONCODE,n381993,RPI001_32505,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT032526.2
ncRI-190557,11538,NONCODE,n342135,RPI001_1034502,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT115059.2
ncRI-200088,16904,NONCODE,n342602,RPI001c_35091,8360,UniProt,Q9HCE1,MOV10,A modified PAR-CLIP method applied to the nuclear fraction of HEK293 cells identifies high confidence interaction sites providing a faithful representation of the MOV10 binding profile.,modified PAR-CLIP,22844102,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT096719.2
ncRI-188650,11195,NONCODE,n386571,RPI001_1002653,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT002955.2
ncRI-190435,11515,NONCODE,n335713,RPI001_1031684,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-198131,15266,NONCODE,n411678,RPI001_62758,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-198105,15251,NONCODE,n338656,RPI001_622245,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT033244.2
ncRI-190773,11582,NONCODE,n379630,RPI001_1038190,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT127056.2
ncRI-188251,11155,NONCODE,n386343,RPI001_100071,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT091524.2
ncRI-199499,16373,NONCODE,n377954,RPI001_917349,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT000115.2
ncRI-193294,12278,NONCODE,n339128,RPI001_265077,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT076792.2
ncRI-197935,15139,NONCODE,n407771,RPI001_581345,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT131185.2
ncRI-197943,15146,NONCODE,n323950,RPI001_582872,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189745,11380,NONCODE,n375478,RPI001_1017798,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT054916.2
ncRI-193623,12422,NONCODE,n2060,RPI001_34641,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-199863,16712,NONCODE,n369984,RPI001_937801,8360,UniProt,Q9HCE1,MOV10,A modified PAR-CLIP method applied to the nuclear fraction of HEK293 cells identifies high confidence interaction sites providing a faithful representation of the MOV10 binding profile.,modified PAR-CLIP,22844102,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT121795.2
ncRI-191795,11801,NONCODE,n339129,RPI001_128273,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT076795.2
ncRI-189874,11402,NONCODE,n346082,RPI001_1020223,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT068119.2
ncRI-189767,11383,NONCODE,n340921,RPI001_1018225,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT056552.2
ncRI-190394,11507,NONCODE,n340522,RPI001_1030515,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT102296.2
ncRI-189843,11396,NONCODE,n407721,RPI001_1019692,8360,UniProt,Q9HCE1,MOV10,A modified PAR-CLIP method applied to the nuclear fraction of HEK293 cells identifies high confidence interaction sites providing a faithful representation of the MOV10 binding profile.,modified PAR-CLIP,22844102,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188752,11214,NONCODE,n345421,RPI001_1004888,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT008565.2
ncRI-192041,11847,NONCODE,n405438,RPI001_138817,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190857,11606,NONCODE,n346398,RPI001_1040233,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT135352.2
ncRI-192837,12082,NONCODE,n377986,RPI001_195858,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT113313.2
ncRI-197956,15156,NONCODE,n340742,RPI001_58557,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT105151.2
ncRI-195952,13533,NONCODE,n375603,RPI001_421587,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191510,11741,NONCODE,n340578,RPI001_118657,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT103127.2
ncRI-191369,11707,NONCODE,n337863,RPI001_114047,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT002390.2
ncRI-000169,1316,NONCODE,n343085,BCYRN1,18369,UniProt,P37108,SRP9/14 heterodimer,"Inhibits translation. Binds PABP, SRP9/14 heterodimer and eIF4A.",,17175535,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192292,11906,NONCODE,n382014,RPI001_160836,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT033305.2
ncRI-191903,11820,NONCODE,n339526,RPI001_132247,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT082319.2
ncRI-196299,13743,NONCODE,n345391,RPI001_48336,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT081303.2
ncRI-188667,11200,NONCODE,n338102,RPI001_1003752,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT004775.2
ncRI-199467,16347,NONCODE,n369881,RPI001_910957,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT124338.2
ncRI-189480,11338,NONCODE,n337698,RPI001_1015105,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT041711.2
ncRI-199226,16176,NONCODE,n407963,RPI001_852111,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192326,11916,NONCODE,n384558,RPI001_162425,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT099505.2
ncRI-193000,12149,NONCODE,n339715,RPI001_233723,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT080219.2
ncRI-188844,11233,NONCODE,n383693,RPI001_100615,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT072980.2
ncRI-189927,11413,NONCODE,n344814,RPI001_102163,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191163,11665,NONCODE,n345777,RPI001_108764,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT119808.2
ncRI-192876,12095,NONCODE,n333015,RPI001_202073,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT115703.2
ncRI-195830,13446,NONCODE,n410038,RPI001_402226,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT028690.2
ncRI-188958,11251,NONCODE,n344538,RPI001_1007156,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT013639.2
ncRI-192026,11845,NONCODE,n342202,RPI001_138521,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT000090.2
ncRI-191877,11815,NONCODE,n338398,RPI001_131617,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT037763.2
ncRI-192891,12101,NONCODE,n341238,RPI001_205144,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT120307.2
