Query_Seq_ID,Target_Seq_ID,Align_Score,Normalize_Score,Identity,Similarity 
n406328,n344472,537.5,0.21,228/780 (29.2%),318/780 (40.8%)
n344472,n406336,521.0,0.21,260/1017 (25.6%),350/1017 (34.4%)
n406336,n344472,521.0,0.21,260/1017 (25.6%),350/1017 (34.4%)
n344472,n406346,1540.5,0.62,290/547 (53.0%),397/547 (72.6%)
n406346,n344472,1540.5,0.62,290/547 (53.0%),397/547 (72.6%)
n344472,n406370,500.5,0.20,263/868 (30.3%),331/868 (38.1%)
n406370,n344472,500.5,0.20,263/868 (30.3%),331/868 (38.1%)
n344472,n406404,524.0,0.21,261/903 (28.9%),340/903 (37.7%)
n406404,n344472,524.0,0.21,261/903 (28.9%),340/903 (37.7%)
n344472,n406409,410.5,0.16,189/593 (31.9%),253/593 (42.7%)
n406409,n344472,410.5,0.16,189/593 (31.9%),253/593 (42.7%)
n344472,n406416,535.0,0.21,231/718 (32.2%),315/718 (43.9%)
n406416,n344472,535.0,0.21,231/718 (32.2%),315/718 (43.9%)
n344472,n406422,516.5,0.21,246/736 (33.4%),317/736 (43.1%)
n406422,n344472,516.5,0.21,246/736 (33.4%),317/736 (43.1%)
n344472,n406428,554.0,0.22,249/822 (30.3%),332/822 (40.4%)
n406428,n344472,554.0,0.22,249/822 (30.3%),332/822 (40.4%)
n344472,n406442,581.5,0.23,256/860 (29.8%),344/860 (40.0%)
n406442,n344472,581.5,0.23,256/860 (29.8%),344/860 (40.0%)
n344472,n406444,496.5,0.20,261/906 (28.8%),348/906 (38.4%)
n406444,n344472,496.5,0.20,261/906 (28.8%),348/906 (38.4%)
n344472,n406449,523.5,0.21,250/789 (31.7%),336/789 (42.6%)
n406449,n344472,523.5,0.21,250/789 (31.7%),336/789 (42.6%)
n344472,n406474,596.0,0.24,252/868 (29.0%),351/868 (40.4%)
n406474,n344472,596.0,0.24,252/868 (29.0%),351/868 (40.4%)
n344472,n406475,489.0,0.19,233/689 (33.8%),321/689 (46.6%)
n406475,n344472,489.0,0.19,233/689 (33.8%),321/689 (46.6%)
n344472,n406478,584.0,0.23,235/703 (33.4%),318/703 (45.2%)
n406478,n344472,584.0,0.23,235/703 (33.4%),318/703 (45.2%)
n344472,n406480,567.5,0.23,263/1108 (23.7%),368/1108 (33.2%)
n406480,n344472,567.5,0.23,263/1108 (23.7%),368/1108 (33.2%)
n344472,n406488,549.5,0.22,243/793 (30.6%),332/793 (41.9%)
n406488,n344472,549.5,0.22,243/793 (30.6%),332/793 (41.9%)
n344472,n406512,481.5,0.19,239/807 (29.6%),321/807 (39.8%)
n406512,n344472,481.5,0.19,239/807 (29.6%),321/807 (39.8%)
n344472,n406515,574.0,0.23,265/866 (30.6%),350/866 (40.4%)
n406515,n344472,574.0,0.23,265/866 (30.6%),350/866 (40.4%)
n344472,n406543,600.0,0.24,230/752 (30.6%),334/752 (44.4%)
n406543,n344472,600.0,0.24,230/752 (30.6%),334/752 (44.4%)
n344472,n406566,471.5,0.19,281/917 (30.6%),350/917 (38.2%)
n406566,n344472,471.5,0.19,281/917 (30.6%),350/917 (38.2%)
n344472,n406569,469.5,0.19,269/967 (27.8%),351/967 (36.3%)
n406569,n344472,469.5,0.19,269/967 (27.8%),351/967 (36.3%)
n344472,n406598,495.0,0.20,259/914 (28.3%),343/914 (37.5%)
n406598,n344472,495.0,0.20,259/914 (28.3%),343/914 (37.5%)
n344472,n406604,527.5,0.21,257/906 (28.4%),351/906 (38.7%)
n406604,n344472,527.5,0.21,257/906 (28.4%),351/906 (38.7%)
n344472,n406605,527.5,0.21,257/906 (28.4%),351/906 (38.7%)
n406605,n344472,527.5,0.21,257/906 (28.4%),351/906 (38.7%)
n344472,n406782,516.0,0.21,235/712 (33.0%),312/712 (43.8%)
n406782,n344472,516.0,0.21,235/712 (33.0%),312/712 (43.8%)
n344472,n406795,481.0,0.19,256/794 (32.2%),328/794 (41.3%)
n406795,n344472,481.0,0.19,256/794 (32.2%),328/794 (41.3%)
n344472,n406796,534.0,0.21,249/893 (27.9%),338/893 (37.8%)
n406796,n344472,534.0,0.21,249/893 (27.9%),338/893 (37.8%)
n344472,n406816,521.5,0.21,253/889 (28.5%),336/889 (37.8%)
n406816,n344472,521.5,0.21,253/889 (28.5%),336/889 (37.8%)
n344472,n406833,492.0,0.20,248/742 (33.4%),319/742 (43.0%)
n406833,n344472,492.0,0.20,248/742 (33.4%),319/742 (43.0%)
n344472,n406847,527.5,0.21,226/707 (32.0%),317/707 (44.8%)
n406847,n344472,527.5,0.21,226/707 (32.0%),317/707 (44.8%)
n344472,n406866,509.0,0.20,243/731 (33.2%),320/731 (43.8%)
n406866,n344472,509.0,0.20,243/731 (33.2%),320/731 (43.8%)
n344472,n406872,424.0,0.17,178/568 (31.3%),246/568 (43.3%)
n406872,n344472,424.0,0.17,178/568 (31.3%),246/568 (43.3%)
n344472,n406883,524.0,0.21,248/994 (24.9%),349/994 (35.1%)
n406883,n344472,524.0,0.21,248/994 (24.9%),349/994 (35.1%)
n344472,n406889,504.0,0.20,268/962 (27.9%),356/962 (37.0%)
n406889,n344472,504.0,0.20,268/962 (27.9%),356/962 (37.0%)
n344472,n406899,544.0,0.22,257/1020 (25.2%),361/1020 (35.4%)
n406899,n344472,544.0,0.22,257/1020 (25.2%),361/1020 (35.4%)
n344472,n406900,556.0,0.22,247/827 (29.9%),340/827 (41.1%)
n406900,n344472,556.0,0.22,247/827 (29.9%),340/827 (41.1%)
n344472,n406914,508.5,0.20,251/858 (29.3%),330/858 (38.5%)
n406914,n344472,508.5,0.20,251/858 (29.3%),330/858 (38.5%)
n344472,n406926,367.5,0.14,177/485 (36.5%),222/485 (45.8%)
n406926,n344472,367.5,0.14,177/485 (36.5%),222/485 (45.8%)
n344472,n406931,484.5,0.19,258/973 (26.5%),348/973 (35.8%)
n406931,n344472,484.5,0.19,258/973 (26.5%),348/973 (35.8%)
n344472,n406939,524.5,0.21,243/868 (28.0%),334/868 (38.5%)
n406939,n344472,524.5,0.21,243/868 (28.0%),334/868 (38.5%)
n344472,n406952,574.5,0.23,237/729 (32.5%),331/729 (45.4%)
n406952,n344472,574.5,0.23,237/729 (32.5%),331/729 (45.4%)
n344472,n406964,527.5,0.21,265/958 (27.7%),355/958 (37.1%)
n406964,n344472,527.5,0.21,265/958 (27.7%),355/958 (37.1%)
n344472,n406992,554.5,0.22,260/939 (27.7%),367/939 (39.1%)
n406992,n344472,554.5,0.22,260/939 (27.7%),367/939 (39.1%)
n344472,n407027,572.5,0.23,244/868 (28.1%),335/868 (38.6%)
n407027,n344472,572.5,0.23,244/868 (28.1%),335/868 (38.6%)
n344472,n407046,422.0,0.17,222/661 (33.6%),283/661 (42.8%)
n407046,n344472,422.0,0.17,222/661 (33.6%),283/661 (42.8%)
n344472,n407050,435.0,0.17,214/751 (28.5%),290/751 (38.6%)
n407050,n344472,435.0,0.17,214/751 (28.5%),290/751 (38.6%)
n344472,n407062,566.5,0.23,261/904 (28.9%),350/904 (38.7%)
n407062,n344472,566.5,0.23,261/904 (28.9%),350/904 (38.7%)
n344472,n407071,592.5,0.24,240/783 (30.7%),335/783 (42.8%)
n407071,n344472,592.5,0.24,240/783 (30.7%),335/783 (42.8%)
n344472,n407073,531.5,0.21,230/852 (27.0%),327/852 (38.4%)
n407073,n344472,531.5,0.21,230/852 (27.0%),327/852 (38.4%)
n344472,n407098,506.5,0.20,247/788 (31.3%),323/788 (41.0%)
n407098,n344472,506.5,0.20,247/788 (31.3%),323/788 (41.0%)
n344472,n407108,510.5,0.20,225/764 (29.5%),326/764 (42.7%)
n407108,n344472,510.5,0.20,225/764 (29.5%),326/764 (42.7%)
n344472,n407114,558.5,0.22,246/820 (30.0%),336/820 (41.0%)
n407114,n344472,558.5,0.22,246/820 (30.0%),336/820 (41.0%)
n344472,n407125,522.5,0.21,268/1004 (26.7%),366/1004 (36.5%)
n407125,n344472,522.5,0.21,268/1004 (26.7%),366/1004 (36.5%)
n344472,n407138,526.0,0.21,248/893 (27.8%),343/893 (38.4%)
n407138,n344472,526.0,0.21,248/893 (27.8%),343/893 (38.4%)
n344472,n407159,557.5,0.22,262/1022 (25.6%),370/1022 (36.2%)
n407159,n344472,557.5,0.22,262/1022 (25.6%),370/1022 (36.2%)
n344472,n407161,446.0,0.18,231/608 (38.0%),293/608 (48.2%)
n407161,n344472,446.0,0.18,231/608 (38.0%),293/608 (48.2%)
n344472,n407163,450.5,0.18,230/783 (29.4%),305/783 (39.0%)
n407163,n344472,450.5,0.18,230/783 (29.4%),305/783 (39.0%)
n344472,n407173,553.5,0.22,263/878 (30.0%),352/878 (40.1%)
n407173,n344472,553.5,0.22,263/878 (30.0%),352/878 (40.1%)
n344472,n407180,560.0,0.22,263/957 (27.5%),363/957 (37.9%)
n407180,n344472,560.0,0.22,263/957 (27.5%),363/957 (37.9%)
n344472,n407195,522.5,0.21,241/964 (25.0%),344/964 (35.7%)
n407195,n344472,522.5,0.21,241/964 (25.0%),344/964 (35.7%)
n344472,n407210,443.0,0.18,240/814 (29.5%),305/814 (37.5%)
n407210,n344472,443.0,0.18,240/814 (29.5%),305/814 (37.5%)
n344472,n407211,535.5,0.21,263/925 (28.4%),357/925 (38.6%)
n407211,n344472,535.5,0.21,263/925 (28.4%),357/925 (38.6%)
n344472,n407249,397.0,0.16,211/635 (33.2%),261/635 (41.1%)
n407249,n344472,397.0,0.16,211/635 (33.2%),261/635 (41.1%)
n344472,n407257,543.0,0.22,254/886 (28.7%),345/886 (38.9%)
n407257,n344472,543.0,0.22,254/886 (28.7%),345/886 (38.9%)
n344472,n407283,567.0,0.23,267/971 (27.5%),361/971 (37.2%)
n407283,n344472,567.0,0.23,267/971 (27.5%),361/971 (37.2%)
n344472,n407311,530.0,0.21,247/895 (27.6%),343/895 (38.3%)
n407311,n344472,530.0,0.21,247/895 (27.6%),343/895 (38.3%)
n344472,n407312,546.5,0.22,234/767 (30.5%),324/767 (42.2%)
n407312,n344472,546.5,0.22,234/767 (30.5%),324/767 (42.2%)
n344472,n407337,554.0,0.22,255/871 (29.3%),346/871 (39.7%)
n407337,n344472,554.0,0.22,255/871 (29.3%),346/871 (39.7%)
n344472,n407346,509.0,0.20,244/832 (29.3%),332/832 (39.9%)
n407346,n344472,509.0,0.20,244/832 (29.3%),332/832 (39.9%)
n344472,n407372,525.5,0.21,254/952 (26.7%),344/952 (36.1%)
n407372,n344472,525.5,0.21,254/952 (26.7%),344/952 (36.1%)
n344472,n407383,537.0,0.21,242/739 (32.7%),336/739 (45.5%)
n407383,n344472,537.0,0.21,242/739 (32.7%),336/739 (45.5%)
n344472,n407400,528.5,0.21,273/864 (31.6%),352/864 (40.7%)
n407400,n344472,528.5,0.21,273/864 (31.6%),352/864 (40.7%)
n344472,n407410,513.0,0.20,252/920 (27.4%),352/920 (38.3%)
n407410,n344472,513.0,0.20,252/920 (27.4%),352/920 (38.3%)
n344472,n407412,589.5,0.24,242/858 (28.2%),338/858 (39.4%)
n407412,n344472,589.5,0.24,242/858 (28.2%),338/858 (39.4%)
n344472,n407413,524.5,0.21,258/890 (29.0%),345/890 (38.8%)
n407413,n344472,524.5,0.21,258/890 (29.0%),345/890 (38.8%)
n344472,n407433,537.0,0.21,260/931 (27.9%),350/931 (37.6%)
n407433,n344472,537.0,0.21,260/931 (27.9%),350/931 (37.6%)
n344472,n407434,655.5,0.26,265/934 (28.4%),363/934 (38.9%)
n407434,n344472,655.5,0.26,265/934 (28.4%),363/934 (38.9%)
n344472,n407441,551.0,0.22,246/889 (27.7%),350/889 (39.4%)
n407441,n344472,551.0,0.22,246/889 (27.7%),350/889 (39.4%)
n344472,n407442,520.0,0.21,249/752 (33.1%),324/752 (43.1%)
n407442,n344472,520.0,0.21,249/752 (33.1%),324/752 (43.1%)
n344472,n407444,464.5,0.18,238/870 (27.4%),328/870 (37.7%)
n407444,n344472,464.5,0.18,238/870 (27.4%),328/870 (37.7%)
n344472,n407447,547.5,0.22,247/781 (31.6%),329/781 (42.1%)
n407447,n344472,547.5,0.22,247/781 (31.6%),329/781 (42.1%)
n344472,n407464,549.5,0.22,268/987 (27.2%),357/987 (36.2%)
n407464,n344472,549.5,0.22,268/987 (27.2%),357/987 (36.2%)
n344472,n407465,515.0,0.20,258/891 (29.0%),341/891 (38.3%)
n407465,n344472,515.0,0.20,258/891 (29.0%),341/891 (38.3%)
n344472,n407466,500.0,0.20,230/892 (25.8%),335/892 (37.6%)
n407466,n344472,500.0,0.20,230/892 (25.8%),335/892 (37.6%)
n344472,n407473,522.5,0.21,250/832 (30.0%),334/832 (40.1%)
n407473,n344472,522.5,0.21,250/832 (30.0%),334/832 (40.1%)
n344472,n407500,468.0,0.19,235/926 (25.4%),319/926 (34.4%)
n407500,n344472,468.0,0.19,235/926 (25.4%),319/926 (34.4%)
n344472,n407502,540.5,0.22,256/834 (30.7%),345/834 (41.4%)
n407502,n344472,540.5,0.22,256/834 (30.7%),345/834 (41.4%)
n344472,n407513,536.5,0.21,268/860 (31.2%),346/860 (40.2%)
n407513,n344472,536.5,0.21,268/860 (31.2%),346/860 (40.2%)
n344472,n407520,580.5,0.23,231/804 (28.7%),325/804 (40.4%)
n407520,n344472,580.5,0.23,231/804 (28.7%),325/804 (40.4%)
n344472,n407534,535.0,0.21,246/872 (28.2%),344/872 (39.4%)
n407534,n344472,535.0,0.21,246/872 (28.2%),344/872 (39.4%)
n344472,n407550,513.0,0.20,237/688 (34.4%),308/688 (44.8%)
n407550,n344472,513.0,0.20,237/688 (34.4%),308/688 (44.8%)
n344472,n407553,541.0,0.22,256/970 (26.4%),349/970 (36.0%)
n407553,n344472,541.0,0.22,256/970 (26.4%),349/970 (36.0%)
n344472,n407565,441.0,0.17,231/821 (28.1%),323/821 (39.3%)
n407565,n344472,441.0,0.17,231/821 (28.1%),323/821 (39.3%)
n344472,n407566,530.5,0.21,239/761 (31.4%),332/761 (43.6%)
n407566,n344472,530.5,0.21,239/761 (31.4%),332/761 (43.6%)
n344472,n407568,544.5,0.22,261/846 (30.9%),350/846 (41.4%)
n407568,n344472,544.5,0.22,261/846 (30.9%),350/846 (41.4%)
n344472,n407569,507.0,0.20,282/1004 (28.1%),363/1004 (36.2%)
n407569,n344472,507.0,0.20,282/1004 (28.1%),363/1004 (36.2%)
n344472,n407573,512.0,0.20,247/714 (34.6%),314/714 (44.0%)
n407573,n344472,512.0,0.20,247/714 (34.6%),314/714 (44.0%)
n344472,n407574,502.5,0.20,243/935 (26.0%),332/935 (35.5%)
n407574,n344472,502.5,0.20,243/935 (26.0%),332/935 (35.5%)
n344472,n407588,529.5,0.21,247/735 (33.6%),319/735 (43.4%)
n407588,n344472,529.5,0.21,247/735 (33.6%),319/735 (43.4%)
n344472,n407602,474.0,0.19,226/756 (29.9%),307/756 (40.6%)
n407602,n344472,474.0,0.19,226/756 (29.9%),307/756 (40.6%)
n344472,n407659,440.0,0.17,255/842 (30.3%),326/842 (38.7%)
n407659,n344472,440.0,0.17,255/842 (30.3%),326/842 (38.7%)
n344472,n407661,601.5,0.24,247/796 (31.0%),348/796 (43.7%)
n407661,n344472,601.5,0.24,247/796 (31.0%),348/796 (43.7%)
n344472,n407669,558.5,0.22,252/990 (25.5%),347/990 (35.1%)
n407669,n344472,558.5,0.22,252/990 (25.5%),347/990 (35.1%)
n344472,n407685,561.0,0.22,240/725 (33.1%),329/725 (45.4%)
n407685,n344472,561.0,0.22,240/725 (33.1%),329/725 (45.4%)
n344472,n407687,516.5,0.21,268/845 (31.7%),351/845 (41.5%)
n407687,n344472,516.5,0.21,268/845 (31.7%),351/845 (41.5%)
n344472,n407707,472.5,0.19,257/727 (35.4%),324/727 (44.6%)
n407707,n344472,472.5,0.19,257/727 (35.4%),324/727 (44.6%)
n344472,n407721,499.0,0.20,229/747 (30.7%),317/747 (42.4%)
n407721,n344472,499.0,0.20,229/747 (30.7%),317/747 (42.4%)
n344472,n407729,556.5,0.22,248/868 (28.6%),341/868 (39.3%)
n407729,n344472,556.5,0.22,248/868 (28.6%),341/868 (39.3%)
n344472,n407749,541.5,0.22,254/962 (26.4%),364/962 (37.8%)
n407749,n344472,541.5,0.22,254/962 (26.4%),364/962 (37.8%)
n344472,n407761,584.5,0.23,246/982 (25.1%),359/982 (36.6%)
n407761,n344472,584.5,0.23,246/982 (25.1%),359/982 (36.6%)
n344472,n407766,502.0,0.20,278/978 (28.4%),347/978 (35.5%)
n407766,n344472,502.0,0.20,278/978 (28.4%),347/978 (35.5%)
n344472,n407771,480.0,0.19,238/844 (28.2%),335/844 (39.7%)
n407771,n344472,480.0,0.19,238/844 (28.2%),335/844 (39.7%)
n344472,n407775,432.0,0.17,236/771 (30.6%),315/771 (40.9%)
n407775,n344472,432.0,0.17,236/771 (30.6%),315/771 (40.9%)
n344472,n407851,587.0,0.23,286/1078 (26.5%),375/1078 (34.8%)
n407851,n344472,587.0,0.23,286/1078 (26.5%),375/1078 (34.8%)
n344472,n407852,537.0,0.21,249/965 (25.8%),354/965 (36.7%)
n407852,n344472,537.0,0.21,249/965 (25.8%),354/965 (36.7%)
n344472,n407854,540.5,0.22,265/1179 (22.5%),374/1179 (31.7%)
n407854,n344472,540.5,0.22,265/1179 (22.5%),374/1179 (31.7%)
n344472,n407887,544.5,0.22,237/807 (29.4%),333/807 (41.3%)
n407887,n344472,544.5,0.22,237/807 (29.4%),333/807 (41.3%)
n344472,n407918,444.0,0.18,261/999 (26.1%),343/999 (34.3%)
n407918,n344472,444.0,0.18,261/999 (26.1%),343/999 (34.3%)
n344472,n407922,569.5,0.23,274/1007 (27.2%),371/1007 (36.8%)
n407922,n344472,569.5,0.23,274/1007 (27.2%),371/1007 (36.8%)
n344472,n407936,559.5,0.22,259/1037 (25.0%),362/1037 (34.9%)
n407936,n344472,559.5,0.22,259/1037 (25.0%),362/1037 (34.9%)
n344472,n407937,490.5,0.19,259/855 (30.3%),336/855 (39.3%)
n407937,n344472,490.5,0.19,259/855 (30.3%),336/855 (39.3%)
n344472,n407963,540.5,0.22,255/847 (30.1%),345/847 (40.7%)
n407963,n344472,540.5,0.22,255/847 (30.1%),345/847 (40.7%)
n344472,n407992,555.0,0.22,242/772 (31.3%),322/772 (41.7%)
n407992,n344472,555.0,0.22,242/772 (31.3%),322/772 (41.7%)
n344472,n408014,556.5,0.22,237/688 (34.4%),316/688 (45.9%)
n408014,n344472,556.5,0.22,237/688 (34.4%),316/688 (45.9%)
n344472,n408016,536.0,0.21,255/877 (29.1%),339/877 (38.7%)
n408016,n344472,536.0,0.21,255/877 (29.1%),339/877 (38.7%)
n344472,n408020,538.0,0.21,236/876 (26.9%),339/876 (38.7%)
n408020,n344472,538.0,0.21,236/876 (26.9%),339/876 (38.7%)
n344472,n408024,499.0,0.20,247/914 (27.0%),333/914 (36.4%)
n408024,n344472,499.0,0.20,247/914 (27.0%),333/914 (36.4%)
n344472,n408032,552.5,0.22,249/747 (33.3%),331/747 (44.3%)
n408032,n344472,552.5,0.22,249/747 (33.3%),331/747 (44.3%)
n344472,n408051,557.5,0.22,235/809 (29.0%),338/809 (41.8%)
n408051,n344472,557.5,0.22,235/809 (29.0%),338/809 (41.8%)
n344472,n408055,592.0,0.24,264/961 (27.5%),365/961 (38.0%)
n408055,n344472,592.0,0.24,264/961 (27.5%),365/961 (38.0%)
n344472,n408071,534.5,0.21,269/878 (30.6%),366/878 (41.7%)
n408071,n344472,534.5,0.21,269/878 (30.6%),366/878 (41.7%)
n344472,n408075,515.0,0.20,241/691 (34.9%),319/691 (46.2%)
n408075,n344472,515.0,0.20,241/691 (34.9%),319/691 (46.2%)
n344472,n408108,534.0,0.21,273/989 (27.6%),353/989 (35.7%)
n408108,n344472,534.0,0.21,273/989 (27.6%),353/989 (35.7%)
n344472,n408116,560.5,0.22,241/780 (30.9%),329/780 (42.2%)
n408116,n344472,560.5,0.22,241/780 (30.9%),329/780 (42.2%)
n344472,n408119,561.5,0.22,254/869 (29.2%),338/869 (38.9%)
n408119,n344472,561.5,0.22,254/869 (29.2%),338/869 (38.9%)
n344472,n408123,512.0,0.20,243/740 (32.8%),324/740 (43.8%)
n408123,n344472,512.0,0.20,243/740 (32.8%),324/740 (43.8%)
n344472,n408131,569.5,0.23,269/750 (35.9%),339/750 (45.2%)
n408131,n344472,569.5,0.23,269/750 (35.9%),339/750 (45.2%)
n344472,n408146,554.5,0.22,271/1024 (26.5%),358/1024 (35.0%)
n408146,n344472,554.5,0.22,271/1024 (26.5%),358/1024 (35.0%)
n344472,n408176,479.0,0.19,242/839 (28.8%),329/839 (39.2%)
n408176,n344472,479.0,0.19,242/839 (28.8%),329/839 (39.2%)
n344472,n408189,466.5,0.19,237/875 (27.1%),323/875 (36.9%)
n408189,n344472,466.5,0.19,237/875 (27.1%),323/875 (36.9%)
n344472,n408191,388.0,0.15,195/687 (28.4%),269/687 (39.2%)
n408191,n344472,388.0,0.15,195/687 (28.4%),269/687 (39.2%)
n344472,n408200,381.0,0.15,176/650 (27.1%),278/650 (42.8%)
n408200,n344472,381.0,0.15,176/650 (27.1%),278/650 (42.8%)
n344472,n408211,342.5,0.13,151/480 (31.5%),217/480 (45.2%)
n408211,n344472,342.5,0.13,151/480 (31.5%),217/480 (45.2%)
n344472,n408220,493.0,0.20,225/686 (32.8%),297/686 (43.3%)
n408220,n344472,493.0,0.20,225/686 (32.8%),297/686 (43.3%)
n344472,n408221,416.5,0.16,236/773 (30.5%),312/773 (40.4%)
n408221,n344472,416.5,0.16,236/773 (30.5%),312/773 (40.4%)
n344472,n408239,466.5,0.19,238/807 (29.5%),314/807 (38.9%)
n408239,n344472,466.5,0.19,238/807 (29.5%),314/807 (38.9%)
n344472,n408241,509.0,0.20,240/859 (27.9%),332/859 (38.6%)
n408241,n344472,509.0,0.20,240/859 (27.9%),332/859 (38.6%)
n344472,n408255,480.0,0.19,255/890 (28.7%),335/890 (37.6%)
n408255,n344472,480.0,0.19,255/890 (28.7%),335/890 (37.6%)
n344472,n408277,501.5,0.20,237/798 (29.7%),322/798 (40.4%)
n408277,n344472,501.5,0.20,237/798 (29.7%),322/798 (40.4%)
n344472,n408292,527.5,0.21,256/940 (27.2%),343/940 (36.5%)
n408292,n344472,527.5,0.21,256/940 (27.2%),343/940 (36.5%)
n344472,n408302,419.0,0.17,201/604 (33.3%),270/604 (44.7%)
n408302,n344472,419.0,0.17,201/604 (33.3%),270/604 (44.7%)
n344472,n408309,508.5,0.20,236/861 (27.4%),339/861 (39.4%)
n408309,n344472,508.5,0.20,236/861 (27.4%),339/861 (39.4%)
n344472,n408324,582.0,0.23,259/867 (29.9%),356/867 (41.1%)
n408324,n344472,582.0,0.23,259/867 (29.9%),356/867 (41.1%)
n344472,n408331,493.5,0.20,236/822 (28.7%),321/822 (39.1%)
n408331,n344472,493.5,0.20,236/822 (28.7%),321/822 (39.1%)
n344472,n408335,540.5,0.22,233/751 (31.0%),310/751 (41.3%)
n408335,n344472,540.5,0.22,233/751 (31.0%),310/751 (41.3%)
n344472,n408340,421.5,0.17,246/840 (29.3%),322/840 (38.3%)
n408340,n344472,421.5,0.17,246/840 (29.3%),322/840 (38.3%)
n344472,n408342,499.5,0.20,251/866 (29.0%),323/866 (37.3%)
n408342,n344472,499.5,0.20,251/866 (29.0%),323/866 (37.3%)
n344472,n408349,565.0,0.23,260/852 (30.5%),346/852 (40.6%)
n408349,n344472,565.0,0.23,260/852 (30.5%),346/852 (40.6%)
n344472,n408353,534.0,0.21,236/757 (31.2%),321/757 (42.4%)
n408353,n344472,534.0,0.21,236/757 (31.2%),321/757 (42.4%)
n344472,n408354,534.0,0.21,236/757 (31.2%),321/757 (42.4%)
n408354,n344472,534.0,0.21,236/757 (31.2%),321/757 (42.4%)
n344472,n408890,506.0,0.20,242/898 (26.9%),331/898 (36.9%)
n408890,n344472,506.0,0.20,242/898 (26.9%),331/898 (36.9%)
n344472,n408895,514.5,0.20,242/734 (33.0%),313/734 (42.6%)
n408895,n344472,514.5,0.20,242/734 (33.0%),313/734 (42.6%)
n344472,n409083,559.5,0.22,253/851 (29.7%),343/851 (40.3%)
n409083,n344472,559.5,0.22,253/851 (29.7%),343/851 (40.3%)
n344472,n409084,542.5,0.22,253/856 (29.6%),344/856 (40.2%)
n409084,n344472,542.5,0.22,253/856 (29.6%),344/856 (40.2%)
n344472,n409115,431.5,0.17,244/793 (30.8%),312/793 (39.3%)
n409115,n344472,431.5,0.17,244/793 (30.8%),312/793 (39.3%)
n344472,n409143,527.0,0.21,209/634 (33.0%),300/634 (47.3%)
n409143,n344472,527.0,0.21,209/634 (33.0%),300/634 (47.3%)
n344472,n409149,588.0,0.23,272/999 (27.2%),364/999 (36.4%)
n409149,n344472,588.0,0.23,272/999 (27.2%),364/999 (36.4%)
n344472,n409152,578.5,0.23,264/1058 (25.0%),372/1058 (35.2%)
n409152,n344472,578.5,0.23,264/1058 (25.0%),372/1058 (35.2%)
n344472,n409156,540.5,0.22,226/744 (30.4%),318/744 (42.7%)
n409156,n344472,540.5,0.22,226/744 (30.4%),318/744 (42.7%)
n344472,n409159,595.0,0.24,259/943 (27.5%),356/943 (37.8%)
n409159,n344472,595.0,0.24,259/943 (27.5%),356/943 (37.8%)
n344472,n409170,470.0,0.19,255/955 (26.7%),338/955 (35.4%)
n409170,n344472,470.0,0.19,255/955 (26.7%),338/955 (35.4%)
n344472,n409172,579.0,0.23,243/763 (31.8%),329/763 (43.1%)
n409172,n344472,579.0,0.23,243/763 (31.8%),329/763 (43.1%)
n344472,n409179,518.0,0.21,226/712 (31.7%),314/712 (44.1%)
n409179,n344472,518.0,0.21,226/712 (31.7%),314/712 (44.1%)
n344472,n409180,541.0,0.22,264/1002 (26.3%),364/1002 (36.3%)
n409180,n344472,541.0,0.22,264/1002 (26.3%),364/1002 (36.3%)
n344472,n409183,558.5,0.22,231/821 (28.1%),337/821 (41.0%)
n409183,n344472,558.5,0.22,231/821 (28.1%),337/821 (41.0%)
n344472,n409190,526.0,0.21,252/1007 (25.0%),359/1007 (35.7%)
n409190,n344472,526.0,0.21,252/1007 (25.0%),359/1007 (35.7%)
n344472,n409235,506.5,0.20,256/805 (31.8%),334/805 (41.5%)
n409235,n344472,506.5,0.20,256/805 (31.8%),334/805 (41.5%)
n344472,n409250,549.0,0.22,246/838 (29.4%),341/838 (40.7%)
n409250,n344472,549.0,0.22,246/838 (29.4%),341/838 (40.7%)
n344472,n409256,510.5,0.20,241/815 (29.6%),334/815 (41.0%)
n409256,n344472,510.5,0.20,241/815 (29.6%),334/815 (41.0%)
n344472,n409275,485.0,0.19,237/830 (28.6%),326/830 (39.3%)
n409275,n344472,485.0,0.19,237/830 (28.6%),326/830 (39.3%)
n344472,n409282,484.5,0.19,242/824 (29.4%),326/824 (39.6%)
n409282,n344472,484.5,0.19,242/824 (29.4%),326/824 (39.6%)
n344472,n409291,428.5,0.17,206/638 (32.3%),274/638 (42.9%)
n409291,n344472,428.5,0.17,206/638 (32.3%),274/638 (42.9%)
n344472,n409305,528.5,0.21,245/864 (28.4%),327/864 (37.8%)
n409305,n344472,528.5,0.21,245/864 (28.4%),327/864 (37.8%)
n344472,n409320,550.0,0.22,246/812 (30.3%),344/812 (42.4%)
n409320,n344472,550.0,0.22,246/812 (30.3%),344/812 (42.4%)
n344472,n409334,596.5,0.24,258/974 (26.5%),357/974 (36.7%)
n409334,n344472,596.5,0.24,258/974 (26.5%),357/974 (36.7%)
n344472,n409359,500.0,0.20,228/848 (26.9%),327/848 (38.6%)
n409359,n344472,500.0,0.20,228/848 (26.9%),327/848 (38.6%)
n344472,n409368,450.0,0.18,245/770 (31.8%),317/770 (41.2%)
n409368,n344472,450.0,0.18,245/770 (31.8%),317/770 (41.2%)
